Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2022-23,-2347408,"Northern Development, Mines, Natural Resources and Forestry",Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Regional Operations,Recoveries,No Value
2022-23,151374,"Northern Development, Mines, Natural Resources and Forestry",Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Forest Industry,Services,No Value
2022-23,6996747,"Northern Development, Mines, Natural Resources and Forestry",Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Ministry Support Infrastructure,Services,No Value
2022-23,16786,"Northern Development, Mines, Natural Resources and Forestry",Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Ministry Support Infrastructure,Supplies and equipment,No Value
2022-23,14936046,"Northern Development, Mines, Natural Resources and Forestry",Capital Expense,Natural Resource Management Program,Statutory Appropriations,No Value,Other transactions,"Amortization Expense, the Financial Administration Act"
2022-23,31502557,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Public Protection Program,Public Protection,Public Safety and Emergency Response,Salaries and wages,No Value
2022-23,5427675,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Public Protection Program,Public Protection,Public Safety and Emergency Response,Employee benefits,No Value
2022-23,1965353,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Public Protection Program,Public Protection,Public Safety and Emergency Response,Transportation and communication,No Value
2022-23,29015821,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Public Protection Program,Public Protection,Public Safety and Emergency Response,Services,No Value
2022-23,2626689,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Public Protection Program,Public Protection,Public Safety and Emergency Response,Supplies and equipment,No Value
2022-23,195681,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Public Protection Program,Public Protection,Public Safety and Emergency Response,Transfer payments,Provincial Services Stewardship
2022-23,-34036977,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Public Protection Program,Public Protection,Public Safety and Emergency Response,Recoveries,No Value
2022-23,33259915,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Public Protection Program,Public Protection,Emergency Fire Fighting,Salaries and wages,No Value
2022-23,4367218,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Public Protection Program,Public Protection,Emergency Fire Fighting,Employee benefits,No Value
2022-23,2610567,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Public Protection Program,Public Protection,Emergency Fire Fighting,Transportation and communication,No Value
2022-23,48512413,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Public Protection Program,Public Protection,Emergency Fire Fighting,Services,No Value
2022-23,8944327,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Public Protection Program,Public Protection,Emergency Fire Fighting,Supplies and equipment,No Value
2022-23,22500,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Public Protection Program,Public Protection,Emergency Fire Fighting,Transfer payments,Ontario FireSmart Communities Initiative
2022-23,-1819714,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Public Protection Program,Public Protection,Emergency Fire Fighting,Recoveries,No Value
2022-23,73805,"Northern Development, Mines, Natural Resources and Forestry",Capital Expense,Public Protection Program,Infrastructure for Public Safety and Emergency Response,No Value,Transportation and communication,No Value
2022-23,1028112,"Northern Development, Mines, Natural Resources and Forestry",Capital Expense,Public Protection Program,Infrastructure for Public Safety and Emergency Response,No Value,Services,No Value
2022-23,3394067,"Northern Development, Mines, Natural Resources and Forestry",Capital Expense,Public Protection Program,Infrastructure for Public Safety and Emergency Response,No Value,Supplies and equipment,No Value
2022-23,3872752,"Northern Development, Mines, Natural Resources and Forestry",Capital Expense,Public Protection Program,Statutory Appropriations,No Value,Other transactions,"Amortization Expense, the Financial Administration Act"
2022-23,21929169,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Land and Resources Information and Information Technology Cluster Program,Land and Resources Information Technology Cluster,No Value,Salaries and wages,No Value
2022-23,3156837,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Land and Resources Information and Information Technology Cluster Program,Land and Resources Information Technology Cluster,No Value,Employee benefits,No Value
2022-23,838395,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Land and Resources Information and Information Technology Cluster Program,Land and Resources Information Technology Cluster,No Value,Transportation and communication,No Value
2022-23,53319430,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Land and Resources Information and Information Technology Cluster Program,Land and Resources Information Technology Cluster,No Value,Services,No Value
2022-23,64494,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Land and Resources Information and Information Technology Cluster Program,Land and Resources Information Technology Cluster,No Value,Supplies and equipment,No Value
2022-23,-46648649,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Land and Resources Information and Information Technology Cluster Program,Land and Resources Information Technology Cluster,No Value,Recoveries,No Value
2022-23,-650179,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Ministry Administration Program,"Ministry Administration, Northern Development and Mines ",Information Systems,Recoveries,No Value
2022-23,2113851,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Niagara Escarpment Commission,Salaries and wages,No Value
2022-23,341096,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Niagara Escarpment Commission,Employee benefits,No Value
2022-23,29437,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Niagara Escarpment Commission,Transportation and communication,No Value
2022-23,320394,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Niagara Escarpment Commission,Services,No Value
2022-23,33930,"Northern Development, Mines, Natural Resources and Forestry",Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Niagara Escarpment Commission,Supplies and equipment,No Value
2022-23,4483515,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2022-23,546587,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2022-23,153512,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2022-23,487579,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2022-23,14464,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2022-23,22109894,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Salaries and wages,No Value
2022-23,3547730,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Employee benefits,No Value
2022-23,406012,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Transportation and communication,No Value
2022-23,72259371,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Services,No Value
2022-23,88819,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Supplies and equipment,No Value
2022-23,3590347,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2022-23,530276,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2022-23,25751,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2022-23,300717,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2022-23,9415,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2022-23,80563,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2022-23,7956232,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2022-23,47129,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2022-23,99563513,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation - Leasing Costs,Services,No Value
2022-23,10554739,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Modernization,Salaries and wages,No Value
2022-23,1432777,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Modernization,Employee benefits,No Value
2022-23,182278,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Modernization,Transportation and communication,No Value
2022-23,7318421,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Modernization,Services,No Value
2022-23,32899,Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Modernization,Supplies and equipment,No Value
2022-23,49301,Solicitor General,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2022-23,29260,Solicitor General,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2022-23,10833627,Solicitor General,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,Payments under the Financial Administration Act
2022-23,50000,Solicitor General,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2022-23,669307,Solicitor General,Operating Expense,Public Safety Division Program,Public Safety Division – Office of the Assistant Deputy Minister,No Value,Salaries and wages,No Value
2022-23,107180,Solicitor General,Operating Expense,Public Safety Division Program,Public Safety Division – Office of the Assistant Deputy Minister,No Value,Employee benefits,No Value
2022-23,43240,Solicitor General,Operating Expense,Public Safety Division Program,Public Safety Division – Office of the Assistant Deputy Minister,No Value,Transportation and communication,No Value
2022-23,17415,Solicitor General,Operating Expense,Public Safety Division Program,Public Safety Division – Office of the Assistant Deputy Minister,No Value,Services,No Value
2022-23,6872251,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Salaries and wages,No Value
2022-23,1062783,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Employee benefits,No Value
2022-23,1000559,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Transportation and communication,No Value
2022-23,13365472,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Services,No Value
2022-23,362700,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Supplies and equipment,No Value
2022-23,91752600,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Transfer payments,Community Safety and Policing Grant
2022-23,2053038,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Transfer payments,Grants for Municipal RIDE Programs
2022-23,62211319,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Transfer payments,Miscellaneous Grants - Policing Services
2022-23,767790,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Transfer payments,Safer and Vital Communities Grants
2022-23,69115795,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Transfer payments,Federal-Provincial First Nations Policing Agreement
2022-23,214511,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Transfer payments,Municipal Hate Crime Extremism Investigative Funding
2022-23,225000,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Transfer payments,Ontario Association of Crime Stoppers
2022-23,124055700,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Transfer payments,Court Security
2022-23,6622887,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Transfer payments,First Nations Officer  Fund
2022-23,-2367775,Solicitor General,Operating Expense,Public Safety Division Program,External Relations Branch,No Value,Recoveries,No Value
2022-23,15294059,Solicitor General,Operating Expense,Public Safety Division Program,Private Security and Investigative Services,No Value,Salaries and wages,No Value
2022-23,2784839,Solicitor General,Operating Expense,Public Safety Division Program,Private Security and Investigative Services,No Value,Employee benefits,No Value
2022-23,691200,Solicitor General,Operating Expense,Public Safety Division Program,Private Security and Investigative Services,No Value,Transportation and communication,No Value
2022-23,17046625,Solicitor General,Operating Expense,Public Safety Division Program,Private Security and Investigative Services,No Value,Services,No Value
2022-23,926976,Solicitor General,Operating Expense,Public Safety Division Program,Private Security and Investigative Services,No Value,Supplies and equipment,No Value
2022-23,20123512,Solicitor General,Operating Expense,Public Safety Division Program,Centre of Forensic Sciences,No Value,Salaries and wages,No Value
2022-23,3561308,Solicitor General,Operating Expense,Public Safety Division Program,Centre of Forensic Sciences,No Value,Employee benefits,No Value
2022-23,414980,Solicitor General,Operating Expense,Public Safety Division Program,Centre of Forensic Sciences,No Value,Transportation and communication,No Value
2022-23,4175080,Solicitor General,Operating Expense,Public Safety Division Program,Centre of Forensic Sciences,No Value,Services,No Value
2022-23,3494883,Solicitor General,Operating Expense,Public Safety Division Program,Centre of Forensic Sciences,No Value,Supplies and equipment,No Value
2022-23,11381165,Solicitor General,Operating Expense,Public Safety Division Program,Ontario Police College,No Value,Salaries and wages,No Value
2022-23,1305441,Solicitor General,Operating Expense,Public Safety Division Program,Ontario Police College,No Value,Employee benefits,No Value
2022-23,1298628,Solicitor General,Operating Expense,Public Safety Division Program,Ontario Police College,No Value,Transportation and communication,No Value
2022-23,10206796,Solicitor General,Operating Expense,Public Safety Division Program,Ontario Police College,No Value,Services,No Value
2022-23,3154397,Solicitor General,Operating Expense,Public Safety Division Program,Ontario Police College,No Value,Supplies and equipment,No Value
2022-23,133138640,Solicitor General,Operating Expense,Ontario Provincial Police Program,Corporate and Strategic Services,No Value,Salaries and wages,No Value
2022-23,13190611,Solicitor General,Operating Expense,Ontario Provincial Police Program,Corporate and Strategic Services,No Value,Employee benefits,No Value
2022-23,17673392,Solicitor General,Operating Expense,Ontario Provincial Police Program,Corporate and Strategic Services,No Value,Transportation and communication,No Value
2022-23,51277722,Solicitor General,Operating Expense,Ontario Provincial Police Program,Corporate and Strategic Services,No Value,Services,No Value
2022-23,13536420,Solicitor General,Operating Expense,Ontario Provincial Police Program,Corporate and Strategic Services,No Value,Supplies and equipment,No Value
2022-23,-2581276,Solicitor General,Operating Expense,Ontario Provincial Police Program,Corporate and Strategic Services,No Value,Recoveries,No Value
2022-23,4110402,Solicitor General,Operating Expense,Ontario Provincial Police Program,Chief Firearms Office,No Value,Salaries and wages,No Value
2022-23,453983,Solicitor General,Operating Expense,Ontario Provincial Police Program,Chief Firearms Office,No Value,Employee benefits,No Value
2022-23,88702,Solicitor General,Operating Expense,Ontario Provincial Police Program,Chief Firearms Office,No Value,Transportation and communication,No Value
2022-23,2092758,Solicitor General,Operating Expense,Ontario Provincial Police Program,Chief Firearms Office,No Value,Services,No Value
2022-23,49164,Solicitor General,Operating Expense,Ontario Provincial Police Program,Chief Firearms Office,No Value,Supplies and equipment,No Value
2022-23,149368905,Solicitor General,Operating Expense,Ontario Provincial Police Program,Investigations and Organized Crime,No Value,Salaries and wages,No Value
2022-23,11906375,Solicitor General,Operating Expense,Ontario Provincial Police Program,Investigations and Organized Crime,No Value,Employee benefits,No Value
2022-23,7062179,Solicitor General,Operating Expense,Ontario Provincial Police Program,Investigations and Organized Crime,No Value,Transportation and communication,No Value
2022-23,26069330,Solicitor General,Operating Expense,Ontario Provincial Police Program,Investigations and Organized Crime,No Value,Services,No Value
2022-23,2525921,Solicitor General,Operating Expense,Ontario Provincial Police Program,Investigations and Organized Crime,No Value,Supplies and equipment,No Value
2022-23,-2343873,Solicitor General,Operating Expense,Ontario Provincial Police Program,Investigations and Organized Crime,No Value,Recoveries,No Value
2022-23,728781835,Solicitor General,Operating Expense,Ontario Provincial Police Program,Field and Traffic Services,No Value,Salaries and wages,No Value
2022-23,135265948,Solicitor General,Operating Expense,Ontario Provincial Police Program,Field and Traffic Services,No Value,Employee benefits,No Value
2022-23,5669748,Solicitor General,Operating Expense,Ontario Provincial Police Program,Field and Traffic Services,No Value,Transportation and communication,No Value
2022-23,31391593,Solicitor General,Operating Expense,Ontario Provincial Police Program,Field and Traffic Services,No Value,Services,No Value
2022-23,12714079,Solicitor General,Operating Expense,Ontario Provincial Police Program,Field and Traffic Services,No Value,Supplies and equipment,No Value
2022-23,-32425595,Solicitor General,Operating Expense,Ontario Provincial Police Program,Field and Traffic Services,No Value,Recoveries,No Value
2022-23,69149,Solicitor General,Operating Expense,Ontario Provincial Police Program,Fleet Management,No Value,Transportation and communication,No Value
2022-23,30757116,Solicitor General,Operating Expense,Ontario Provincial Police Program,Fleet Management,No Value,Services,No Value
2022-23,52670094,Solicitor General,Operating Expense,Ontario Provincial Police Program,Fleet Management,No Value,Supplies and equipment,No Value
2022-23,-2405199,Solicitor General,Operating Expense,Ontario Provincial Police Program,Fleet Management,No Value,Recoveries,No Value
2022-23,317512,Solicitor General,Operating Expense,Ontario Provincial Police Program,Statutory Appropriations,No Value,Other transactions,Payments under the Police Services Act
2022-23,20029430,Solicitor General,Operating Expense,Correctional Services Program,Operational Support,No Value,Salaries and wages,No Value
2022-23,2990296,Solicitor General,Operating Expense,Correctional Services Program,Operational Support,No Value,Employee benefits,No Value
2022-23,445598,Solicitor General,Operating Expense,Correctional Services Program,Operational Support,No Value,Transportation and communication,No Value
2022-23,2076624,Solicitor General,Operating Expense,Correctional Services Program,Operational Support,No Value,Services,No Value
2022-23,10109760,Solicitor General,Operating Expense,Correctional Services Program,Operational Support,No Value,Supplies and equipment,No Value
2022-23,-7407360,Solicitor General,Operating Expense,Correctional Services Program,Operational Support,No Value,Recoveries,No Value
2022-23,11730364,Solicitor General,Operating Expense,Correctional Services Program,Staff Recruitment and Training,No Value,Salaries and wages,No Value
2022-23,1912274,Solicitor General,Operating Expense,Correctional Services Program,Staff Recruitment and Training,No Value,Employee benefits,No Value
2022-23,398665,Solicitor General,Operating Expense,Correctional Services Program,Staff Recruitment and Training,No Value,Transportation and communication,No Value
2022-23,4340465,Solicitor General,Operating Expense,Correctional Services Program,Staff Recruitment and Training,No Value,Services,No Value
2022-23,387406,Solicitor General,Operating Expense,Correctional Services Program,Staff Recruitment and Training,No Value,Supplies and equipment,No Value
2022-23,675642430,Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Salaries and wages,No Value
2022-23,144724853,Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Employee benefits,No Value
2022-23,7364495,Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Transportation and communication,No Value
2022-23,83057746,Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Services,No Value
2022-23,95405127,Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Supplies and equipment,No Value
2022-23,2292,Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Transfer payments,Compassionate allowances to permanently handicapped inmates
2022-23,43460,Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Transfer payments,Violence Awareness Program
2022-23,3043779,Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Transfer payments,Offender Rehabilitation Programs
2022-23,98607708,Solicitor General,Operating Expense,Correctional Services Program,Community Services ,No Value,Salaries and wages,No Value
2022-23,18204032,Solicitor General,Operating Expense,Correctional Services Program,Community Services ,No Value,Employee benefits,No Value
2022-23,1710658,Solicitor General,Operating Expense,Correctional Services Program,Community Services ,No Value,Transportation and communication,No Value
2022-23,10072307,Solicitor General,Operating Expense,Correctional Services Program,Community Services ,No Value,Services,No Value
2022-23,947349,Solicitor General,Operating Expense,Correctional Services Program,Community Services ,No Value,Supplies and equipment,No Value
2022-23,11650386,Solicitor General,Operating Expense,Correctional Services Program,Community Services ,No Value,Transfer payments,Community Residential / Non-Residential Client Services
2022-23,4379317,Solicitor General,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,No Value,Salaries and wages,No Value
2022-23,619203,Solicitor General,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,No Value,Employee benefits,No Value
2022-23,113896,Solicitor General,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,No Value,Transportation and communication,No Value
2022-23,462944,Solicitor General,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,No Value,Services,No Value
2022-23,18414,Solicitor General,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,No Value,Supplies and equipment,No Value
2022-23,31736869,Solicitor General,Operating Expense,Justice Technology Services Program,Justice Technology Services,No Value,Salaries and wages,No Value
2022-23,4559865,Solicitor General,Operating Expense,Justice Technology Services Program,Justice Technology Services,No Value,Employee benefits,No Value
2022-23,25909933,Solicitor General,Operating Expense,Justice Technology Services Program,Justice Technology Services,No Value,Transportation and communication,No Value
2022-23,115788538,Solicitor General,Operating Expense,Justice Technology Services Program,Justice Technology Services,No Value,Services,No Value
2022-23,35356,Solicitor General,Operating Expense,Justice Technology Services Program,Justice Technology Services,No Value,Supplies and equipment,No Value
2022-23,-114600944,Solicitor General,Operating Expense,Justice Technology Services Program,Justice Technology Services,No Value,Recoveries,No Value
2022-23,195026,Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Ontario Police Arbitration Commission,Salaries and wages,No Value
2022-23,31306,Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Ontario Police Arbitration Commission,Employee benefits,No Value
2022-23,6835,Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Ontario Police Arbitration Commission,Transportation and communication,No Value
2022-23,181195,Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Ontario Police Arbitration Commission,Services,No Value
2022-23,719,Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Ontario Police Arbitration Commission,Supplies and equipment,No Value
2022-23,431291,Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Salaries and wages,No Value
2022-23,60959,Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Employee benefits,No Value
2022-23,5886,Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Transportation and communication,No Value
2022-23,123878,Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Services,No Value
2022-23,402,Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Supplies and equipment,No Value
2022-23,26792464,Solicitor General,Operating Expense,Emergency Planning and Management Program,Office of the Chief Coroner and Ontario Forensic Pathology Service,No Value,Salaries and wages,No Value
2022-23,3293025,Solicitor General,Operating Expense,Emergency Planning and Management Program,Office of the Chief Coroner and Ontario Forensic Pathology Service,No Value,Employee benefits,No Value
2022-23,849854,Solicitor General,Operating Expense,Emergency Planning and Management Program,Office of the Chief Coroner and Ontario Forensic Pathology Service,No Value,Transportation and communication,No Value
2022-23,34589032,Solicitor General,Operating Expense,Emergency Planning and Management Program,Office of the Chief Coroner and Ontario Forensic Pathology Service,No Value,Services,No Value
2022-23,1005529,Solicitor General,Operating Expense,Emergency Planning and Management Program,Office of the Chief Coroner and Ontario Forensic Pathology Service,No Value,Supplies and equipment,No Value
2022-23,2200000,Solicitor General,Operating Expense,Emergency Planning and Management Program,Office of the Chief Coroner and Ontario Forensic Pathology Service,No Value,Transfer payments,Grants for Forensic Services
2022-23,28726985,Solicitor General,Operating Expense,Emergency Planning and Management Program,Office of the Fire Marshal and Emergency Management,No Value,Salaries and wages,No Value
2022-23,5165899,Solicitor General,Operating Expense,Emergency Planning and Management Program,Office of the Fire Marshal and Emergency Management,No Value,Employee benefits,No Value
2022-23,2055567,Solicitor General,Operating Expense,Emergency Planning and Management Program,Office of the Fire Marshal and Emergency Management,No Value,Transportation and communication,No Value
2022-23,9970536,Solicitor General,Operating Expense,Emergency Planning and Management Program,Office of the Fire Marshal and Emergency Management,No Value,Services,No Value
2022-23,2311451,Solicitor General,Operating Expense,Emergency Planning and Management Program,Office of the Fire Marshal and Emergency Management,No Value,Supplies and equipment,No Value
2022-23,2500825,Solicitor General,Operating Expense,Emergency Planning and Management Program,Office of the Fire Marshal and Emergency Management,No Value,Transfer payments,Grants for Fire Safety
2022-23,6464663,Solicitor General,Operating Expense,Policy and Strategic Planning Division Program,Strategic Policy Research and Innovation,No Value,Salaries and wages,No Value
2022-23,957816,Solicitor General,Operating Expense,Policy and Strategic Planning Division Program,Strategic Policy Research and Innovation,No Value,Employee benefits,No Value
2022-23,54996,Solicitor General,Operating Expense,Policy and Strategic Planning Division Program,Strategic Policy Research and Innovation,No Value,Transportation and communication,No Value
2022-23,186369,Solicitor General,Operating Expense,Policy and Strategic Planning Division Program,Strategic Policy Research and Innovation,No Value,Services,No Value
2022-23,22875,Solicitor General,Operating Expense,Policy and Strategic Planning Division Program,Strategic Policy Research and Innovation,No Value,Supplies and equipment,No Value
2022-23,4932492,Solicitor General,Operating Expense,Inspectorate Program,Inspectorate,No Value,Salaries and wages,No Value
2022-23,691160,Solicitor General,Operating Expense,Inspectorate Program,Inspectorate,No Value,Employee benefits,No Value
2022-23,55952,Solicitor General,Operating Expense,Inspectorate Program,Inspectorate,No Value,Transportation and communication,No Value
2022-23,1876888,Solicitor General,Operating Expense,Inspectorate Program,Inspectorate,No Value,Services,No Value
2022-23,32375,Solicitor General,Operating Expense,Inspectorate Program,Inspectorate,No Value,Supplies and equipment,No Value
2022-23,"266,417",Solicitor General,Capital Expense,Ministry Administration Program,Facilities Renewal,No Value,Services,No Value
2022-23,131,Solicitor General,Capital Expense,Ministry Administration Program,Facilities Renewal,No Value,Supplies and equipment,No Value
2022-23,"761,275",Solicitor General,Capital Expense,Public Safety Division Program,Public Safety Division,No Value,Services,No Value
2022-23,"8,716,637",Solicitor General,Capital Expense,Public Safety Division Program,Public Safety Division,No Value,Transfer payments,Federal-Provincial First Nations Policing Agreements
2022-23,"1,760,261",Solicitor General,Capital Expense,Public Safety Division Program,Public Safety Division,No Value,Transfer payments,Policing Equipment
2022-23,"1,426,597",Solicitor General,Capital Expense,Public Safety Division Program,Public Safety Division,No Value,Other transactions,Capital Investments
2022-23,"772,687",Solicitor General,Capital Expense,Public Safety Division Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2022-23,"10,054,676",Solicitor General,Capital Expense,Ontario Provincial Police Program,Ontario Provincial Police,No Value,Services,No Value
2022-23,"4,289,699",Solicitor General,Capital Expense,Ontario Provincial Police Program,Ontario Provincial Police,No Value,Other transactions,Capital Investments
2022-23,"13,314,434",Solicitor General,Capital Expense,Ontario Provincial Police Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2022-23,"23,833,173",Solicitor General,Capital Expense,Correctional Services Program,Correctional Facilities,No Value,Services,No Value
2022-23,"37,397,868",Solicitor General,Capital Expense,Correctional Services Program,Correctional Facilities,No Value,Other transactions,Capital Investments
2022-23,"2,491,971",Solicitor General,Capital Expense,Correctional Services Program,Statutory Appropriations,No Value,Other transactions,"Amortization, Institutional Services, the Financial Administration Act"
2022-23,"272,400",Solicitor General,Capital Expense,Justice Technology Services Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2022-23,"580,571",Solicitor General,Capital Expense,Emergency Planning and Management Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2022-23,"41,946,760",Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Other transactions,No Value
2022-23,"2,067",Solicitor General,Operating Expense,Public Safety Division Program,Public Safety Division – Office of the Assistant Deputy Minister,No Value,Supplies and equipment,No Value
2022-23,100,Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Recoveries,No Value
