Year,Amount ($),Ministry Name (Level 1),"Expenditure Category (Operating / Capital)
(Level 2)","Program Name
(Level 3)","Activity / Item
(Level 4)","Sub-Item 
(Level 5)",Standard Account (Expense/Asset Name) (Level 6),"Account Details (Expense/Asset Details) 
(Level 7)"
2016-17,"600,000",Ministry Of Community Safety And Correctional Services,Operating Expense,Emergency Planning And Management,Office of the Fire Marshal and Emergency Management,,Transfer Payments,Grants for Fire Safety
2016-17,"1,579,159",Ministry Of Community Safety And Correctional Services,Operating Expense,Emergency Planning And Management,Office of the Fire Marshal and Emergency Management,,Transportation and communication,
2016-17,"3,053,547",Ministry Of Community Safety And Correctional Services,Operating Expense,Emergency Planning And Management,Office of the Fire Marshal and Emergency Management,,Supplies and equipment,
2016-17,"3,153,507",Ministry Of Community Safety And Correctional Services,Operating Expense,Emergency Planning And Management,Office of the Fire Marshal and Emergency Management,,Employee benefits,
2016-17,"5,134,381",Ministry Of Community Safety And Correctional Services,Operating Expense,Emergency Planning And Management,Office of the Fire Marshal and Emergency Management,,Services,
2016-17,"19,034,883",Ministry Of Community Safety And Correctional Services,Operating Expense,Emergency Planning And Management,Office of the Fire Marshal and Emergency Management,,Salaries and wages,
2016-17,"103,815,200","Ministry Of Tourism, Culture And Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,,Transfer Payments,Ontario Interactive Digital Media Tax Credit
2016-17,"168,827,276","Ministry Of Tourism, Culture And Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,,Transfer Payments,Ontario Film and Television Tax Credit
2016-17,"251,554,900","Ministry Of Tourism, Culture And Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,,Transfer Payments,Ontario Production Services Tax Credit
2016-17,"-424,827","Ministry Of Training, Colleges And Universities",Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",,Recoveries,
2016-17,"128,121","Ministry Of Training, Colleges And Universities",Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",,Supplies and equipment,
2016-17,"424,827","Ministry Of Training, Colleges And Universities",Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",,Transfer Payments,Training Completion Assurance Fund
2016-17,"807,774","Ministry Of Training, Colleges And Universities",Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",,Transfer Payments,"Council of Ministers of Education, Canada"
2016-17,"1,217,729","Ministry Of Training, Colleges And Universities",Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",,Transportation and communication,
2016-17,"2,346,363","Ministry Of Training, Colleges And Universities",Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",,Employee benefits,
2016-17,"1,489,117",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Audit Services,Services,
2016-17,"28,289",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Supplies and equipment,
2016-17,"48,690",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Transportation and communication,
2016-17,"429,687",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Employee benefits,
2016-17,"457,618",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Services,
2016-17,"3,318,275",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Salaries and wages,
2016-17,"-22,049,049",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Recoveries,
2016-17,"969,893",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Employee benefits,
2016-17,"1,377,708",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Transportation and communication,
2016-17,"6,246,580",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Salaries and wages,
2016-17,"10,188,557",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Supplies and equipment,
2016-17,"28,273,685",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Services,
2016-17,"42,461",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Financial and Administrative Services,Services,
2016-17,"116,113",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Financial and Administrative Services,Transportation and communication,
2016-17,"200,232",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Financial and Administrative Services,Supplies and equipment,
2016-17,"694,966",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Financial and Administrative Services,Employee benefits,
2016-17,"4,291,683",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Financial and Administrative Services,Salaries and wages,
2016-17,"55,945",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Transportation and communication,
2016-17,"69,099",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Supplies and equipment,
2016-17,"450,322",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Employee benefits,
2016-17,"747,681",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Services,
2016-17,"3,038,853",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Salaries and wages,
2016-17,"25,686",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Legal Services,Transportation and communication,
2016-17,"32,519",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Legal Services,Supplies and equipment,
2016-17,"87,923",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Legal Services,Recoveries,
2016-17,"2,370,205",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Legal Services,Services,
2016-17,"25,610",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Main Office,Supplies and equipment,
2016-17,"47,936",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Main Office,Services,
2016-17,"64,484",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Main Office,Transportation and communication,
2016-17,"255,837",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Main Office,Employee benefits,
2016-17,"1,815,043",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Business Support,Main Office,Salaries and wages,
2016-17,"16,250",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Statutory Appropriations,,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2016-17,"49,301",Ministry Of Transportation,Operating Expense,Ministry Administration Program,Statutory Appropriations,,Salaries and wages,"Minister's Salary, the Executive Council Act"
2016-17,"14,550,000","Ministry Of Training, Colleges And Universities",Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",,Transfer Payments,Postsecondary Transformation
2016-17,"16,198,626","Ministry Of Training, Colleges And Universities",Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",,Salaries and wages,
2016-17,"28,884,879","Ministry Of Training, Colleges And Universities",Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",,Services,
2016-17,"1,047,761,190","Ministry Of Training, Colleges And Universities",Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",,Transfer Payments,Student Financial Assistance Programs
2016-17,"1,512,644,513","Ministry Of Training, Colleges And Universities",Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",,Transfer Payments,Grants for College Operating Costs
2016-17,"3,551,902,056","Ministry Of Training, Colleges And Universities",Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",,Transfer Payments,Grants for University Operating Costs
2016-17,"500,000","Ministry Of Training, Colleges And Universities",Operating Expense,Postsecondary Education Program,Statutory Appropriations,,Other transactions,"Bad Debt Expenses for Private Career Colleges, the Financial Administration Act"
2016-17,"46,881,836","Ministry Of Training, Colleges And Universities",Operating Expense,Postsecondary Education Program,Statutory Appropriations,,Other transactions,"Bad Debt Expenses for Defaulted Student Loans, the Financial Administration Act"
2016-17,"-191,950","Ministry Of Training, Colleges And Universities",Operating Expense,Strategic Policy And Programs,Strategic Policy and Programs,,Recoveries,
2016-17,"123,388","Ministry Of Training, Colleges And Universities",Operating Expense,Strategic Policy And Programs,Strategic Policy and Programs,,Supplies and equipment,
2016-17,"370,811","Ministry Of Training, Colleges And Universities",Operating Expense,Strategic Policy And Programs,Strategic Policy and Programs,,Transportation and communication,
2016-17,"1,491,329","Ministry Of Training, Colleges And Universities",Operating Expense,Strategic Policy And Programs,Strategic Policy and Programs,,Employee benefits,
2016-17,"2,858,908","Ministry Of Training, Colleges And Universities",Operating Expense,Strategic Policy And Programs,Strategic Policy and Programs,,Services,
2016-17,"11,102,422","Ministry Of Training, Colleges And Universities",Operating Expense,Strategic Policy And Programs,Strategic Policy and Programs,,Salaries and wages,
2016-17,"-331,766,988",Ministry Of Transportation,Operating Expense,Policy And Planning,Dedicated Funding for Public Transportation Special Purpose Account,,Recoveries,Recoveries - Gas Tax Transfer
2016-17,"331,766,988",Ministry Of Transportation,Operating Expense,Policy And Planning,Dedicated Funding for Public Transportation Special Purpose Account,,Transfer Payments,"Municipal Public Transportation Funding, the Dedicated Funding for Public Transportation Act"
2016-17,"253,170",Ministry Of Transportation,Operating Expense,Policy And Planning,Policy and Planning,,Supplies and equipment,
2016-17,"413,465",Ministry Of Transportation,Operating Expense,Policy And Planning,Policy and Planning,,Transportation and communication,
2016-17,"2,519,666",Ministry Of Transportation,Operating Expense,Policy And Planning,Policy and Planning,,Employee benefits,
2016-17,"14,447,608",Ministry Of Transportation,Operating Expense,Policy And Planning,Policy and Planning,,Services,
2016-17,"17,589,450",Ministry Of Transportation,Operating Expense,Policy And Planning,Policy and Planning,,Salaries and wages,
2016-17,"114,299",Ministry Of Transportation,Operating Expense,Policy And Planning,Urban and Regional Transportation,,Transfer Payments,Pan/ParaPan Am Games
2016-17,"612,158",Ministry Of Transportation,Operating Expense,Policy And Planning,Urban and Regional Transportation,,Transfer Payments,Participation and Awareness Grants
2016-17,"36,320,058",Ministry Of Transportation,Operating Expense,Policy And Planning,Urban and Regional Transportation,,Transfer Payments,GGRA – Electric Vehicle Education and Awareness
2016-17,"262,833,552",Ministry Of Transportation,Operating Expense,Policy And Planning,Urban and Regional Transportation,,Transfer Payments,Metrolinx Operating Subsidies
2016-17,"-7,589,105",Ministry Of Transportation,Operating Expense,Road User Safety Program,Road User Safety,,Recoveries,
2016-17,"160,000",Ministry Of Transportation,Operating Expense,Road User Safety Program,Road User Safety,,Transfer Payments,Research Grants
2016-17,"700,451",Ministry Of Transportation,Operating Expense,Road User Safety Program,Road User Safety,,Transfer Payments,Community Safety Grants
2016-17,"1,236,195",Ministry Of Transportation,Operating Expense,Road User Safety Program,Road User Safety,,Supplies and equipment,
2016-17,"2,264,376",Ministry Of Transportation,Operating Expense,Road User Safety Program,Road User Safety,,Transportation and communication,
2016-17,"10,300,707",Ministry Of Transportation,Operating Expense,Road User Safety Program,Road User Safety,,Employee benefits,
2016-17,"41,498,471",Ministry Of Transportation,Operating Expense,Road User Safety Program,Road User Safety,,Services,
2016-17,"62,154,811",Ministry Of Transportation,Operating Expense,Road User Safety Program,Road User Safety,,Salaries and wages,
2016-17,"-34,284,694",Ministry Of Transportation,Operating Expense,Labour And Transportation Cluster,Information and Information Technology Services,,Recoveries,
2016-17,"556,958",Ministry Of Transportation,Operating Expense,Labour And Transportation Cluster,Information and Information Technology Services,,Transportation and communication,
2016-17,"590,209",Ministry Of Transportation,Operating Expense,Labour And Transportation Cluster,Information and Information Technology Services,,Supplies and equipment,
2016-17,"3,780,063",Ministry Of Transportation,Operating Expense,Labour And Transportation Cluster,Information and Information Technology Services,,Employee benefits,
2016-17,"28,420,250",Ministry Of Transportation,Operating Expense,Labour And Transportation Cluster,Information and Information Technology Services,,Salaries and wages,
2016-17,"62,959,349",Ministry Of Transportation,Operating Expense,Labour And Transportation Cluster,Information and Information Technology Services,,Services,
2016-17,"-6,405,388",Ministry Of Transportation,Operating Expense,Labour And Transportation Cluster,Other Ministry Recoveries,,Recoveries,
2016-17,497,Ministry Of Transportation,Operating Expense,Labour And Transportation Cluster,Other Ministry Recoveries,,Supplies and equipment,
2016-17,"8,919",Ministry Of Transportation,Operating Expense,Labour And Transportation Cluster,Other Ministry Recoveries,,Transportation and communication,
2016-17,"99,042",Ministry Of Transportation,Operating Expense,Labour And Transportation Cluster,Other Ministry Recoveries,,Employee benefits,
2016-17,"946,244",Ministry Of Transportation,Operating Expense,Labour And Transportation Cluster,Other Ministry Recoveries,,Salaries and wages,
2016-17,"5,422,221",Ministry Of Transportation,Operating Expense,Labour And Transportation Cluster,Other Ministry Recoveries,,Services,
2016-17,"4,974",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning,Supplies and equipment,
2016-17,"44,101",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning,Services,
2016-17,"51,037",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning,Transportation and communication,
2016-17,"167,425",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning,Employee benefits,
2016-17,"1,124,664",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning,Salaries and wages,
2016-17,"-176,484",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Audit Services,Recoveries,
2016-17,"265,400",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Audit Services,Services,
2016-17,"29,410",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,
2016-17,"53,841",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,
2016-17,"335,882",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,
2016-17,"2,087,161",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,
2016-17,"2,393,521",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,
2016-17,"-1,163,267",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Recoveries,
2016-17,"1,913",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,
2016-17,"41,732",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,
2016-17,"1,743,361",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,
2016-17,"2,369",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,
2016-17,"13,449",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,
2016-17,"-739,025",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Recoveries,
2016-17,"2,922",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Transportation and communication,
2016-17,"1,108,438",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Services,
2016-17,"7,820",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,
2016-17,"24,928",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,
2016-17,"3,980,379",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,
2016-17,"53,585",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,
2016-17,"89,190",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,
2016-17,"153,971",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,
2016-17,"246,808",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,
2016-17,"2,076,979",Ministry Of Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,
2016-17,"16,667",Ministry Of Energy,Operating Expense,Ministry Administration Program,Statutory Appropriations,,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2016-17,"49,301",Ministry Of Energy,Operating Expense,Ministry Administration Program,Statutory Appropriations,,Salaries and wages,"Minister's Salary, the Executive Council Act"
2016-17,"80,465",Ministry Of Energy,Operating Expense,Energy Development And Management,Policy and Programs,,Supplies and equipment,
2016-17,"298,125",Ministry Of Energy,Operating Expense,Energy Development And Management,Policy and Programs,,Transportation and communication,
2016-17,"811,151",Ministry Of Energy,Operating Expense,Energy Development And Management,Policy and Programs,,Transfer Payments,Conservation Initiatives
2016-17,"1,578,364",Ministry Of Energy,Operating Expense,Energy Development And Management,Policy and Programs,,Employee benefits,
2016-17,"3,794,073",Ministry Of Energy,Operating Expense,Energy Development And Management,Policy and Programs,,Transfer Payments,Aboriginal Engagement Agreements
2016-17,"4,000,000",Ministry Of Energy,Operating Expense,Energy Development And Management,Policy and Programs,,Transfer Payments,Smart Grid Fund
2016-17,"11,480,937",Ministry Of Energy,Operating Expense,Energy Development And Management,Policy and Programs,,Salaries and wages,
2016-17,"33,845,959",Ministry Of Energy,Operating Expense,Energy Development And Management,Policy and Programs,,Services,
2016-17,"201,768,756",Ministry Of Energy,Operating Expense,Energy Development And Management,Policy and Programs,,Transfer Payments,Green Energy Initiatives
2016-17,"20,800,000",Ministry Of Energy,Operating Expense,Electricity Price Mitigation,Ontario Clean Energy Benefit,,Transfer Payments,"Ontario Clean Energy Benefit Act, 2010"
2016-17,"25,543,666",Ministry Of Energy,Operating Expense,Electricity Price Mitigation,Northern Ontario Energy Credit  ,,Transfer Payments,Northern Ontario Energy Credit
2016-17,"300,000,000",Ministry Of Energy,Operating Expense,Electricity Price Mitigation,Ontario Rebate for Electricity Consumers,,Transfer Payments,Ontario Rebate for Electricity Consumers
2016-17,"-45,690,572",Ministry Of Transportation,Operating Expense,Provincial Highways Management Program,Operations and Maintenance,Highways Operations and Maintenance,Recoveries,
2016-17,"3,863,611",Ministry Of Transportation,Operating Expense,Provincial Highways Management Program,Operations and Maintenance,Highways Operations and Maintenance,Transfer Payments,Municipal Ferries
2016-17,"1,340,015","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Audit Services,Services,
2016-17,"4,187,500","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,
2016-17,"5,456","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,
2016-17,"55,500","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,
2016-17,"181,380","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,
2016-17,"6,040,371","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,
2016-17,"1,290,700","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,
2016-17,"7,277","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Transportation and communication,
2016-17,"3,117,012","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Services,
2016-17,"1,223,000","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,
2016-17,"20,596","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,
2016-17,"215,416","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,
2016-17,"241,711","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,
2016-17,"292,691","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,
2016-17,"2,259,464","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,
2016-17,"16,667","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Statutory Appropriations,,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2016-17,"39,441","Ministry Of Training, Colleges And Universities",Operating Expense,Ministry Administration Program,Statutory Appropriations,,Salaries and wages,"Minister's Salary, the Executive Council Act"
2016-17,"4,109,960",Ministry Of Transportation,Operating Expense,Provincial Highways Management Program,Operations and Maintenance,Highways Operations and Maintenance,Transportation and communication,
2016-17,"6,190,623",Ministry Of Transportation,Operating Expense,Provincial Highways Management Program,Operations and Maintenance,Highways Operations and Maintenance,Transfer Payments,Payments in lieu of municipal taxation
2016-17,"12,700,453",Ministry Of Transportation,Operating Expense,Provincial Highways Management Program,Operations and Maintenance,Highways Operations and Maintenance,Employee benefits,
2016-17,"34,768,056",Ministry Of Transportation,Operating Expense,Provincial Highways Management Program,Operations and Maintenance,Highways Operations and Maintenance,Supplies and equipment,
2016-17,"64,703,913",Ministry Of Transportation,Operating Expense,Provincial Highways Management Program,Operations and Maintenance,Highways Operations and Maintenance,Salaries and wages,
2016-17,"355,327,409",Ministry Of Transportation,Operating Expense,Provincial Highways Management Program,Operations and Maintenance,Highways Operations and Maintenance,Services,
2016-17,"-115,932",Ministry Of Transportation,Operating Expense,Provincial Highways Management Program,Operations and Maintenance,Remote Aviation,Recoveries,
2016-17,"631,793",Ministry Of Transportation,Operating Expense,Provincial Highways Management Program,Operations and Maintenance,Remote Aviation,Employee benefits,
2016-17,"857,326",Ministry Of Transportation,Operating Expense,Provincial Highways Management Program,Operations and Maintenance,Remote Aviation,Transportation and communication,
2016-17,"2,364,345",Ministry Of Transportation,Operating Expense,Provincial Highways Management Program,Operations and Maintenance,Remote Aviation,Supplies and equipment,
2016-17,"3,844,229",Ministry Of Transportation,Operating Expense,Provincial Highways Management Program,Operations and Maintenance,Remote Aviation,Services,
2016-17,"4,256,950",Ministry Of Transportation,Operating Expense,Provincial Highways Management Program,Operations and Maintenance,Remote Aviation,Salaries and wages,
2016-17,"26,166",Office Of Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,,Supplies and equipment,
2016-17,"123,741",Office Of Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,,Transportation and communication,
2016-17,"212,739",Office Of Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,,Employee benefits,
2016-17,"800,394",Office Of Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,,Transfer Payments,Francophone Culture Program
2016-17,"1,785,778",Office Of Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,,Salaries and wages,
2016-17,"2,032,826",Office Of Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,,Services,
2016-17,"-84,422",Office Of The Assembly,Operating Expense,Office Of The Assembly Program,Administrative Services,,Recoveries,
2016-17,"153,039",Office Of The Assembly,Operating Expense,Office Of The Assembly Program,Administrative Services,,Supplies and equipment,
2016-17,"623,307","Ministry Of Training, Colleges And Universities",Operating Expense,Employment Ontario Program,Employment Ontario System,,Supplies and equipment,
2016-17,"2,605,696","Ministry Of Training, Colleges And Universities",Operating Expense,Employment Ontario Program,Employment Ontario System,,Transportation and communication,
2016-17,"10,564,117","Ministry Of Training, Colleges And Universities",Operating Expense,Employment Ontario Program,Employment Ontario System,,Employee benefits,
2016-17,"19,167,323","Ministry Of Training, Colleges And Universities",Operating Expense,Employment Ontario Program,Employment Ontario System,,Services,
2016-17,"56,156,600","Ministry Of Training, Colleges And Universities",Operating Expense,Employment Ontario Program,Employment Ontario System,,Transfer Payments,Ontario Co-operative Education Tax Credit
2016-17,"62,370,194","Ministry Of Training, Colleges And Universities",Operating Expense,Employment Ontario Program,Employment Ontario System,,Salaries and wages,
2016-17,"128,797,100","Ministry Of Training, Colleges And Universities",Operating Expense,Employment Ontario Program,Employment Ontario System,,Transfer Payments,Ontario Apprenticeship Training Tax Credit
2016-17,"940,475,863","Ministry Of Training, Colleges And Universities",Operating Expense,Employment Ontario Program,Employment Ontario System,,Transfer Payments,Employment and Training
2016-17,"87,177","Ministry Of Training, Colleges And Universities",Operating Expense,Employment Ontario Program,Statutory Appropriations,,Other transactions,"Bad Debt Expenses for Loans for Tools, the Financial Administration Act"
2016-17,"2,412,257","Ministry Of Training, Colleges And Universities",Operating Expense,Employment Ontario Program,Statutory Appropriations,,Other transactions,"Bad Debt Expenses - Other, the Financial Administration Act"
2016-17,"547,923",Office Of The Assembly,Operating Expense,Office Of The Assembly Program,Administrative Services,,Transportation and communication,
2016-17,"593,934",Office Of The Assembly,Operating Expense,Office Of The Assembly Program,Administrative Services,,Services,
2016-17,"2,018,959",Office Of The Assembly,Operating Expense,Office Of The Assembly Program,Administrative Services,,Employee benefits,
2016-17,"3,959,600",Office Of The Assembly,Operating Expense,Office Of The Assembly Program,Administrative Services,,Salaries and wages,
2016-17,"374,896",Office Of The Assembly,Operating Expense,Office Of The Assembly Program,Caucus Support Services,,Transportation and communication,
2016-17,"474,333",Office Of The Assembly,Operating Expense,Office Of The Assembly Program,Caucus Support Services,,Supplies and equipment,
2016-17,"430,262",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Audit Services,Services,
2016-17,"40,955",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,
2016-17,"79,074",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,
2016-17,"474,076",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,
2016-17,"690,104",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,
2016-17,"3,335,712",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,
2016-17,"73,915",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,
2016-17,"98,637",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,
2016-17,"934,451",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,
2016-17,"1,462,655",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,
2016-17,"6,334,764",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,
2016-17,"2,964",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,
2016-17,"17,861",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,
2016-17,"84,995",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,
2016-17,"267,242",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,
2016-17,"1,422,728",Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,
2016-17,62,Treasury Board Secretariat,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Salaries and wages,
