Year,Amount $,Ministry Name (Level 1),Expenditure Category (Operating / Capital)(Level 2),Program Name (Level 3),Activity / Item (Level 4),Sub Item (Level 5),Standard Account (Expense/Asset Name) (Level 6),Account Details (Expense/Asset Details) (Level 7)
2017-18,"113,363",Infrastructure,Operating Expense,Ministry Administration,Ministry Administration,Communications Services,Employee benefits,No Value
2017-18,"917,595",Infrastructure,Operating Expense,Ministry Administration,Ministry Administration,Communications Services,Salaries and wages,No Value
2017-18,"142,330",Infrastructure,Operating Expense,Ministry Administration,Ministry Administration,Planning and Finance,Supplies and equipment,No Value
2017-18,"5,575,083",Infrastructure,Operating Expense,Ministry Administration,Ministry Administration,Planning and Finance,Services,No Value
2017-18,"14,180",Infrastructure,Operating Expense,Ministry Administration,Ministry Administration,Planning and Finance,Employee benefits,No Value
2017-18,"123,366",Infrastructure,Operating Expense,Ministry Administration,Ministry Administration,Planning and Finance,Salaries and wages,No Value
2017-18,"10,123",Infrastructure,Operating Expense,Ministry Administration,Ministry Administration,Main Office,Supplies and equipment,No Value
2017-18,"61,364",Infrastructure,Operating Expense,Ministry Administration,Ministry Administration,Main Office,Services,No Value
2017-18,"59,686",Infrastructure,Operating Expense,Ministry Administration,Ministry Administration,Main Office,Transportation and communication,No Value
2017-18,"200,859",Infrastructure,Operating Expense,Ministry Administration,Ministry Administration,Main Office,Employee benefits,No Value
2017-18,"1,832,479",Infrastructure,Operating Expense,Ministry Administration,Ministry Administration,Main Office,Salaries and wages,No Value
2017-18,"2,406,397",International Trade,Operating Expense,International Trade,International Trade,International Trade,Transfer payments,Going Global
2017-18,"477,862",International Trade,Operating Expense,International Trade,International Trade,International Trade,Supplies and equipment,No Value
2017-18,"22,746,147",International Trade,Operating Expense,International Trade,International Trade,International Trade,Services,No Value
2017-18,"2,814,361",International Trade,Operating Expense,International Trade,International Trade,International Trade,Transportation and communication,No Value
2017-18,"1,509,628",International Trade,Operating Expense,International Trade,International Trade,International Trade,Employee benefits,No Value
2017-18,"12,258,212",International Trade,Operating Expense,International Trade,International Trade,International Trade,Salaries and wages,No Value
2017-18,"16,667",International Trade,Operating Expense,Statutory Appropriations,Statutory Appropriations,Statutory Appropriations,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2017-18,"49,301",International Trade,Operating Expense,Statutory Appropriations,Statutory Appropriations,Statutory Appropriations,Salaries and wages,"Minister's Salary, the Executive Council Act"
2017-18,"2,690,665",International Trade,Capital Expense,Ministry Administration,International Trade,International Trade,Other transactions,No Value
2017-18,"15,248",International Trade,Operating Expense,Ministry Administration,Ministry Administration,Ministry Administration,Supplies and equipment,No Value
2017-18,"1,313,278",International Trade,Operating Expense,Ministry Administration,Ministry Administration,Ministry Administration,Services,No Value
2017-18,"95,064",International Trade,Operating Expense,Ministry Administration,Ministry Administration,Ministry Administration,Transportation and communication,No Value
2017-18,"192,592",International Trade,Operating Expense,Ministry Administration,Ministry Administration,Ministry Administration,Employee benefits,No Value
2017-18,"1,629,912",International Trade,Operating Expense,Ministry Administration,Ministry Administration,Ministry Administration,Salaries and wages,No Value
2017-18,"502,000",Labour,Operating Expense,Employment Rights and Responsibilities Program,Employment Standards,No Value,Transfer payments,Employment Practices
2017-18,"409,509",Labour,Operating Expense,Employment Rights and Responsibilities Program,Employment Standards,No Value,Supplies and equipment,No Value
2017-18,"9,469,100",Labour,Operating Expense,Employment Rights and Responsibilities Program,Employment Standards,No Value,Services,No Value
2017-18,"1,358,563",Labour,Operating Expense,Employment Rights and Responsibilities Program,Employment Standards,No Value,Transportation and communication,No Value
2017-18,"4,173,914",Labour,Operating Expense,Employment Rights and Responsibilities Program,Employment Standards,No Value,Employee benefits,No Value
2017-18,"26,499,612",Labour,Operating Expense,Employment Rights and Responsibilities Program,Employment Standards,No Value,Salaries and wages,No Value
2017-18,"489,945",Labour,Capital Expense,Occupational Health and Safety Program,Prevention Office Capital,No Value,Transfer payments,Health and Safety Associations Capital
2017-18,"8,463,027",Labour,Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Transfer payments,Prevention Research
2017-18,"3,248,098",Labour,Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Transfer payments,Prevention Grants
2017-18,"94,237,102",Labour,Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Transfer payments,Health and Safety Associations
2017-18,"103,748",Labour,Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Supplies and equipment,No Value
2017-18,"3,435,635",Labour,Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Services,No Value
2017-18,"234,050",Labour,Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Transportation and communication,No Value
2017-18,"1,078,434",Labour,Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Employee benefits,No Value
2017-18,"7,298,642",Labour,Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Salaries and wages,No Value
2017-18,"23,888",Labour,Operating Expense,Occupational Health and Safety Program,Office of the Employer Adviser,No Value,Supplies and equipment,No Value
2017-18,"363,184",Labour,Operating Expense,Occupational Health and Safety Program,Office of the Employer Adviser,No Value,Services,No Value
2017-18,"117,474",Labour,Operating Expense,Occupational Health and Safety Program,Office of the Employer Adviser,No Value,Transportation and communication,No Value
2017-18,"628,504",Labour,Operating Expense,Occupational Health and Safety Program,Office of the Employer Adviser,No Value,Employee benefits,No Value
2017-18,"2,497,443",Labour,Operating Expense,Occupational Health and Safety Program,Office of the Employer Adviser,No Value,Salaries and wages,No Value
2017-18,"84,538",Labour,Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Supplies and equipment,No Value
2017-18,"1,790,028",Labour,Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Services,No Value
2017-18,"345,376",Labour,Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Transportation and communication,No Value
2017-18,"2,073,576",Labour,Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Employee benefits,No Value
2017-18,"7,009,151",Labour,Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Salaries and wages,No Value
2017-18,"10,400",Labour,Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Supplies and equipment,No Value
2017-18,"5,600",Labour,Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Services,No Value
2017-18,"8,200",Labour,Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Transportation and communication,No Value
2017-18,"75,900",Labour,Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Employee benefits,No Value
2017-18,"505,200",Labour,Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Salaries and wages,No Value
2017-18,"437,060",Labour,Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Transfer payments,Grants to promote improved health and safety practices
2017-18,"40,000",Labour,Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Transfer payments,Grants to Radiation Safety Institute of Canada
2017-18,"1,212,984",Labour,Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Supplies and equipment,No Value
2017-18,"15,485,478",Labour,Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Services,No Value
2017-18,"3,220,171",Labour,Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Transportation and communication,No Value
2017-18,"8,554,957",Labour,Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Employee benefits,No Value
2017-18,"59,985,517",Labour,Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Salaries and wages,No Value
2017-18,"35,634",Labour,Operating Expense,Labour Relations Program,Dispute Resolution Services,No Value,Supplies and equipment,No Value
2017-18,"2,267,631",Labour,Operating Expense,Labour Relations Program,Dispute Resolution Services,No Value,Services,No Value
2017-18,"412,608",Labour,Operating Expense,Labour Relations Program,Dispute Resolution Services,No Value,Transportation and communication,No Value
2017-18,"839,322",Labour,Operating Expense,Labour Relations Program,Dispute Resolution Services,No Value,Employee benefits,No Value
2017-18,"5,835,924",Labour,Operating Expense,Labour Relations Program,Dispute Resolution Services,No Value,Salaries and wages,No Value
2017-18,"-1,638,854",Labour,Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Recoveries,No Value
2017-18,"6,834",Labour,Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Supplies and equipment,No Value
2017-18,"3,124,485",Labour,Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Services,No Value
2017-18,"102,957",Labour,Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Transportation and communication,No Value
2017-18,"64,628",Labour,Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Employee benefits,No Value
2017-18,"419,137",Labour,Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Salaries and wages,No Value
2017-18,"76,025",Labour,Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Supplies and equipment,No Value
2017-18,"3,798,706",Labour,Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Services,No Value
2017-18,"317,885",Labour,Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Transportation and communication,No Value
2017-18,"994,388",Labour,Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Employee benefits,No Value
2017-18,"7,866,756",Labour,Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Salaries and wages,No Value
2017-18,382,Labour,Operating Expense,Pay Equity Commission Program,Pay Equity Hearings Tribunal,No Value,Supplies and equipment,No Value
2017-18,"125,347",Labour,Operating Expense,Pay Equity Commission Program,Pay Equity Hearings Tribunal,No Value,Services,No Value
2017-18,"6,274",Labour,Operating Expense,Pay Equity Commission Program,Pay Equity Hearings Tribunal,No Value,Transportation and communication,No Value
2017-18,"16,025",Labour,Operating Expense,Pay Equity Commission Program,Pay Equity Hearings Tribunal,No Value,Employee benefits,No Value
2017-18,"208,626",Labour,Operating Expense,Pay Equity Commission Program,Pay Equity Hearings Tribunal,No Value,Salaries and wages,No Value
2017-18,"41,497",Labour,Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Transfer payments,Gender Wage Gap Transfer Payment
2017-18,"20,124",Labour,Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Supplies and equipment,No Value
2017-18,"453,549",Labour,Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Services,No Value
2017-18,"45,808",Labour,Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Transportation and communication,No Value
2017-18,"310,790",Labour,Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Employee benefits,No Value
2017-18,"2,240,093",Labour,Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Salaries and wages,No Value
2017-18,"2,433",Labour,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2017-18,"22,178",Labour,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2017-18,"49,301",Labour,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2017-18,"876,639",Labour,Capital Expense,Ministry Administration Program,Ministry Administration,No Value,Other transactions,No Value
2017-18,350,Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Supplies and equipment,No Value
2017-18,"391,140",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Services,No Value
2017-18,"81,305",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Transportation and communication,No Value
2017-18,"151,781",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Employee benefits,No Value
2017-18,"1,202,319",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Salaries and wages,No Value
2017-18,"163,939",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Services,No Value
2017-18,"342,000",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Audit Services,Services,No Value
2017-18,"43,347",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2017-18,"7,067,068",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2017-18,"249,007",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2017-18,"28,601",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Salaries and wages,No Value
2017-18,"36,137",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2017-18,"3,662,622",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2017-18,"96,123",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2017-18,"362,602",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2017-18,"2,443,578",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2017-18,"20,065",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Human Resources,Supplies and equipment,No Value
2017-18,"375,225",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Human Resources,Services,No Value
2017-18,"20,705",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Human Resources,Transportation and communication,No Value
2017-18,"206,311",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Human Resources,Employee benefits,No Value
2017-18,"1,262,817",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Human Resources,Salaries and wages,No Value
2017-18,"39,467",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2017-18,"1,155,186",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2017-18,"24,245",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2017-18,"167,476",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
2017-18,"1,385,874",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
2017-18,"18,305",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2017-18,"472,019",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2017-18,"83,235",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2017-18,"295,218",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2017-18,"2,222,394",Labour,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2017-18,"155,800","Lieutenant Governor, Office of the",Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Other transactions,Discretionary allowance
2017-18,"56,827","Lieutenant Governor, Office of the",Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Supplies and equipment,No Value
2017-18,"215,002","Lieutenant Governor, Office of the",Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Services,No Value
2017-18,"40,498","Lieutenant Governor, Office of the",Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Transportation and communication,No Value
2017-18,"124,082","Lieutenant Governor, Office of the",Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Employee benefits,No Value
2017-18,"1,134,294","Lieutenant Governor, Office of the",Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Salaries and wages,No Value
2017-18,"454,876",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2017-18,"30,939",Municipal Affairs / Housing,Capital Expense,Affordable Housing Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2017-18,"-225,000,000",Municipal Affairs / Housing,Capital Expense,Affordable Housing Program,Affordable Housing Capital,No Value,Recoveries,No Value
2017-18,"44,755,982",Municipal Affairs / Housing,Capital Expense,Affordable Housing Program,Affordable Housing Capital,No Value,Transfer payments,Investment in Affordable Housing - Provincial
2017-18,"3,499,521",Municipal Affairs / Housing,Capital Expense,Affordable Housing Program,Affordable Housing Capital,No Value,Transfer payments,Ending Homelessness
2017-18,"225,000,000",Municipal Affairs / Housing,Capital Expense,Affordable Housing Program,Affordable Housing Capital,No Value,Transfer payments,Social Housing Apartment Improvement Program
2017-18,"194,478,688",Municipal Affairs / Housing,Capital Expense,Affordable Housing Program,Affordable Housing Capital,No Value,Transfer payments,Investment in Affordable Housing - Federal
2017-18,"2,498,343",Municipal Affairs / Housing,Capital Expense,Affordable Housing Program,Affordable Housing Capital,No Value,Transfer payments,Ontario Mortgage and Housing Corporation Capital Expenses
2017-18,"15,156,988",Municipal Affairs / Housing,Capital Expense,Affordable Housing Program,Affordable Housing Capital,No Value,Transfer payments,Affordable Housing Program - Provincial Contribution
2017-18,"15,711",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Residential Tenancy,No Value,Supplies and equipment,No Value
2017-18,"289,527",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Residential Tenancy,No Value,Services,No Value
2017-18,"44,676",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Residential Tenancy,No Value,Transportation and communication,No Value
2017-18,"198,560",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Residential Tenancy,No Value,Employee benefits,No Value
2017-18,"1,292,750",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Residential Tenancy,No Value,Salaries and wages,No Value
2017-18,"-7,285,738",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Social and Market Housing,No Value,Recoveries,No Value
2017-18,"405,635",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Social and Market Housing,No Value,Transfer payments,Investment in Affordable Housing - Rent Supports - Federal
2017-18,"57,374,018",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Social and Market Housing,No Value,Transfer payments,Investment in Affordable Housing - Rent Supports - Provincial
2017-18,"7,865,000",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Social and Market Housing,No Value,Transfer payments,Rural and Native Housing Program
2017-18,"73,060,948",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Social and Market Housing,No Value,Transfer payments,Payments to Ontario Mortgage and Housing Corporation
2017-18,"392,149,755",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Social and Market Housing,No Value,Transfer payments,Payments to Service Managers Including Non-Profit Operations in Unorganized Territories
2017-18,"308,810,813",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Social and Market Housing,No Value,Transfer payments,Homelessness Prevention Program
2017-18,"15,758,780",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Social and Market Housing,No Value,Transfer payments,Ending Homelessness
2017-18,"128,752",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Social and Market Housing,No Value,Supplies and equipment,No Value
2017-18,"6,382,596",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Social and Market Housing,No Value,Services,No Value
2017-18,"296,403",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Social and Market Housing,No Value,Transportation and communication,No Value
2017-18,"1,512,024",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Social and Market Housing,No Value,Employee benefits,No Value
2017-18,"11,130,660",Municipal Affairs / Housing,Operating Expense,Affordable Housing Program,Social and Market Housing,No Value,Salaries and wages,No Value
2017-18,"161,885",Municipal Affairs / Housing,Operating Expense,Local Government and Planning Policy,Ontario Growth Secretariat,No Value,Transfer payments,Growth Fund
2017-18,"40,871",Municipal Affairs / Housing,Operating Expense,Local Government and Planning Policy,Ontario Growth Secretariat,No Value,Supplies and equipment,No Value
2017-18,"959,935",Municipal Affairs / Housing,Operating Expense,Local Government and Planning Policy,Ontario Growth Secretariat,No Value,Services,No Value
2017-18,"40,720",Municipal Affairs / Housing,Operating Expense,Local Government and Planning Policy,Ontario Growth Secretariat,No Value,Transportation and communication,No Value
2017-18,"371,369",Municipal Affairs / Housing,Operating Expense,Local Government and Planning Policy,Ontario Growth Secretariat,No Value,Employee benefits,No Value
2017-18,"2,987,826",Municipal Affairs / Housing,Operating Expense,Local Government and Planning Policy,Ontario Growth Secretariat,No Value,Salaries and wages,No Value
2017-18,"2,750,000",Municipal Affairs / Housing,Operating Expense,Local Government and Planning Policy,Local Government and Planning Policy,No Value,Transfer payments,Municipal Research and Analysis Grant
2017-18,"116,992",Municipal Affairs / Housing,Operating Expense,Local Government and Planning Policy,Local Government and Planning Policy,No Value,Supplies and equipment,No Value
2017-18,"2,612,510",Municipal Affairs / Housing,Operating Expense,Local Government and Planning Policy,Local Government and Planning Policy,No Value,Services,No Value
2017-18,"103,937",Municipal Affairs / Housing,Operating Expense,Local Government and Planning Policy,Local Government and Planning Policy,No Value,Transportation and communication,No Value
2017-18,"1,100,807",Municipal Affairs / Housing,Operating Expense,Local Government and Planning Policy,Local Government and Planning Policy,No Value,Employee benefits,No Value
2017-18,"8,318,867",Municipal Affairs / Housing,Operating Expense,Local Government and Planning Policy,Local Government and Planning Policy,No Value,Salaries and wages,No Value
2017-18,"-493,450",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Building Sector Climate Change,No Value,Recoveries,No Value
2017-18,"493,450",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Building Sector Climate Change,No Value,Services,No Value
2017-18,"-77,394,198",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Recoveries,No Value
2017-18,"956,732",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Transfer payments,Municipal Disaster Recovery Assistance
2017-18,"124,250",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Transfer payments,Priority Projects for Municipalities
2017-18,"2,520,434",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Transfer payments,National Disaster Mitigation Program
2017-18,"9,097,651",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Transfer payments,Properties under the Municipal Tax Assistance Act
2017-18,"68,296,547",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Transfer payments,Payments under the Municipal Tax Assistance Act
2017-18,"1,466,000",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Transfer payments,Assistance to Moosonee
2017-18,"10,915,871",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Transfer payments,Disaster Recovery Assistance for Ontarians
2017-18,"400,001",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Transfer payments,Assistance to Planning Boards
2017-18,"205,746",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Supplies and equipment,No Value
2017-18,"4,271,379",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Services,No Value
2017-18,"515,739",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Transportation and communication,No Value
2017-18,"1,975,803",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Employee benefits,No Value
2017-18,"14,271,632",Municipal Affairs / Housing,Operating Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Salaries and wages,No Value
2017-18,"1,914,541",Municipal Affairs / Housing,Capital Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Transfer payments,Municipal Disaster Recovery Assistance
2017-18,"1,669,852",Municipal Affairs / Housing,Capital Expense,Municipal Services and Building Regulation,Municipal Services and Building Regulation,No Value,Transfer payments,National Disaster Mitigation Program
2017-18,"25,762",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants' Salaries, the Executive Council Act"
2017-18,"98,602",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Ministers' Salaries, the Executive Council Act"
2017-18,"2,541,501",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Services,No Value
2017-18,"969,683",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Audit Services,Services,No Value
2017-18,"59,893",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2017-18,"5,129,954",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2017-18,"26,376",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2017-18,"6,811",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Salaries and wages,No Value
2017-18,"18,303",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2017-18,"131,638",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2017-18,"15,536",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2017-18,"160,348",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2017-18,"1,075,967",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2017-18,"162,668",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2017-18,"2,624,372",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2017-18,"84,659",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2017-18,"666,426",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
2017-18,"4,086,619",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
2017-18,"14,625",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2017-18,"306,300",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2017-18,"44,994",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2017-18,"356,241",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2017-18,"2,714,670",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2017-18,"33,173",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2017-18,"112,532",Municipal Affairs / Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
