Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2023-24,51400,Office of the Lieutenant Governor,Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Supplies and equipment,No Value
2023-24,155800,Office of the Lieutenant Governor,Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Other transactions,Discretionary allowance
2023-24,3898975,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2023-24,455571,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2023-24,94957,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2023-24,73065,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2023-24,30051,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2023-24,3646581,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2023-24,487969,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2023-24,23740,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2023-24,475816,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2023-24,5028,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2023-24,4307915,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
2023-24,551423,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
2023-24,99535,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2023-24,372906,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2023-24,4799,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2023-24,1534388,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2023-24,177462,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2023-24,9428,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2023-24,62326,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2023-24,1380,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2023-24,14925,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2023-24,5491349,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2023-24,25178,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2023-24,1039580,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Services,No Value
2023-24,20953,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2023-24,22378,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Associate Minister's Salary, the Executive Council Act "
2023-24,16667,Municipal Affairs and Housing,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants' Salaries, the Executive Council Act"
2023-24,13085444,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Salaries and wages,No Value
2023-24,1845865,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Employee benefits,No Value
2023-24,121308,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Transportation and communication,No Value
2023-24,1318914,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Services,No Value
2023-24,38873,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Supplies and equipment,No Value
2023-24,91811314,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Transfer payments,Payments under the Municipal Tax Assistance Act
2023-24,2943814,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Transfer payments,Municipal Modernization Program
2023-24,19553475,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Transfer payments,Streamline Development Approval Fund
2023-24,10698494,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Transfer payments,Taxes on Tenanted Provincial Properties under the Municipal Tax Assistance Act
2023-24,212321,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Transfer payments,Priority Projects for Municipalities and Municipal Organizations
2023-24,3650000,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Transfer payments,Disaster Recovery Assistance for Ontarians
2023-24,1651120,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Transfer payments,Assistance to Moosonee
2023-24,121912,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Transfer payments,Municipal Disaster Recovery Assistance
2023-24,380000,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Transfer payments,Assistance to Planning Boards
2023-24,-102509808,Municipal Affairs and Housing,Operating Expense,Municipal Services,Municipal Services,No Value,Recoveries,No Value
2023-24,34287,Municipal Affairs and Housing,Operating Expense,Municipal Services,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2023-24,5628959,Municipal Affairs and Housing,Operating Expense,Local Government and Planning Policy Program,Local Government,No Value,Salaries and wages,No Value
2023-24,668810,Municipal Affairs and Housing,Operating Expense,Local Government and Planning Policy Program,Local Government,No Value,Employee benefits,No Value
2023-24,56905,Municipal Affairs and Housing,Operating Expense,Local Government and Planning Policy Program,Local Government,No Value,Transportation and communication,No Value
2023-24,4411690,Municipal Affairs and Housing,Operating Expense,Local Government and Planning Policy Program,Local Government,No Value,Services,No Value
2023-24,11536,Municipal Affairs and Housing,Operating Expense,Local Government and Planning Policy Program,Local Government,No Value,Supplies and equipment,No Value
2023-24,8824408,Municipal Affairs and Housing,Operating Expense,Local Government and Planning Policy Program,Planning and Growth Policy,No Value,Salaries and wages,No Value
2023-24,1130880,Municipal Affairs and Housing,Operating Expense,Local Government and Planning Policy Program,Planning and Growth Policy,No Value,Employee benefits,No Value
2023-24,68839,Municipal Affairs and Housing,Operating Expense,Local Government and Planning Policy Program,Planning and Growth Policy,No Value,Transportation and communication,No Value
2023-24,2955186,Municipal Affairs and Housing,Operating Expense,Local Government and Planning Policy Program,Planning and Growth Policy,No Value,Services,No Value
2023-24,14953,Municipal Affairs and Housing,Operating Expense,Local Government and Planning Policy Program,Planning and Growth Policy,No Value,Supplies and equipment,No Value
2023-24,12473682,Municipal Affairs and Housing,Operating Expense,Housing Program,Community and Market Housing,No Value,Salaries and wages,No Value
2023-24,1705836,Municipal Affairs and Housing,Operating Expense,Housing Program,Community and Market Housing,No Value,Employee benefits,No Value
2023-24,44399,Municipal Affairs and Housing,Operating Expense,Housing Program,Community and Market Housing,No Value,Transportation and communication,No Value
2023-24,11477482,Municipal Affairs and Housing,Operating Expense,Housing Program,Community and Market Housing,No Value,Services,No Value
2023-24,16052,Municipal Affairs and Housing,Operating Expense,Housing Program,Community and Market Housing,No Value,Supplies and equipment,No Value
2023-24,690321393,Municipal Affairs and Housing,Operating Expense,Housing Program,Community and Market Housing,No Value,Transfer payments,Homelessness Programs
2023-24,200000000,Municipal Affairs and Housing,Operating Expense,Housing Program,Community and Market Housing,No Value,Transfer payments,Homelessness Programs - New Deal
2023-24,194135218,Municipal Affairs and Housing,Operating Expense,Housing Program,Community and Market Housing,No Value,Transfer payments,Community Housing Programs
2023-24,250069683,Municipal Affairs and Housing,Operating Expense,Housing Program,Community and Market Housing,No Value,Transfer payments,National Housing Strategy Programs
2023-24,8000000,Municipal Affairs and Housing,Operating Expense,Housing Program,Community and Market Housing,No Value,Transfer payments,Indigenous and Community Housing Initiatives
2023-24,11935092,Municipal Affairs and Housing,Operating Expense,Housing Program,Community and Market Housing,No Value,Other transactions,No Value
2023-24,-28687898,Municipal Affairs and Housing,Operating Expense,Housing Program,Community and Market Housing,No Value,Recoveries,No Value
2023-24,1291049,Municipal Affairs and Housing,Operating Expense,Housing Program,Residential Tenancy,No Value,Salaries and wages,No Value
2023-24,200159,Municipal Affairs and Housing,Operating Expense,Housing Program,Residential Tenancy,No Value,Employee benefits,No Value
2023-24,13505,Municipal Affairs and Housing,Operating Expense,Housing Program,Residential Tenancy,No Value,Transportation and communication,No Value
2023-24,637883,Municipal Affairs and Housing,Operating Expense,Housing Program,Residential Tenancy,No Value,Services,No Value
2023-24,2717,Municipal Affairs and Housing,Operating Expense,Housing Program,Residential Tenancy,No Value,Supplies and equipment,No Value
2023-24,1370200,Municipal Affairs and Housing,Operating Expense,Housing Program,Statutory Appropriations,No Value,Other transactions,"Interest on Debt, the Financial Administration Act"
2023-24,24150000,Municipal Affairs and Housing,Capital Expense,Municipal Services,Municipal Services,No Value,Transfer payments,Priority Projects for Municipalities and Municipal Organizations
2023-24,493500,Municipal Affairs and Housing,Capital Expense,Municipal Services,Municipal Services,No Value,Transfer payments,Municipal Disaster Recovery Assistance
2023-24,15931147,Municipal Affairs and Housing,Capital Expense,Housing Program,Community and Market Housing Capital,No Value,Services,No Value
2023-24,221939980,Municipal Affairs and Housing,Capital Expense,Housing Program,Community and Market Housing Capital,No Value,Transfer payments,National Housing Strategy Programs
2023-24,52451947,Municipal Affairs and Housing,Capital Expense,Housing Program,Community and Market Housing Capital,No Value,Transfer payments,Homelessness Programs
2023-24,14343743,Municipal Affairs and Housing,Capital Expense,Housing Program,Community and Market Housing Capital,No Value,Transfer payments,Community Housing Programs
2023-24,604398,Municipal Affairs and Housing,Capital Expense,Housing Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2023-24,3760997,Transportation,Operating Expense,Ministry Administration Program,Business Support,Main Office,Salaries and wages,No Value
2023-24,426152,Transportation,Operating Expense,Ministry Administration Program,Business Support,Main Office,Employee benefits,No Value
2023-24,127855,Transportation,Operating Expense,Ministry Administration Program,Business Support,Main Office,Transportation and communication,No Value
2023-24,37955,Transportation,Operating Expense,Ministry Administration Program,Business Support,Main Office,Services,No Value
2023-24,26932,Transportation,Operating Expense,Ministry Administration Program,Business Support,Main Office,Supplies and equipment,No Value
2023-24,6685075,Transportation,Operating Expense,Ministry Administration Program,Business Support,Financial and Administrative Services,Salaries and wages,No Value
2023-24,887765,Transportation,Operating Expense,Ministry Administration Program,Business Support,Financial and Administrative Services,Employee benefits,No Value
2023-24,163492,Transportation,Operating Expense,Ministry Administration Program,Business Support,Financial and Administrative Services,Transportation and communication,No Value
2023-24,1731926,Transportation,Operating Expense,Ministry Administration Program,Business Support,Financial and Administrative Services,Services,No Value
2023-24,21751,Transportation,Operating Expense,Ministry Administration Program,Business Support,Financial and Administrative Services,Supplies and equipment,No Value
2023-24,6567260,Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Salaries and wages,No Value
2023-24,1068411,Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Employee benefits,No Value
2023-24,74687,Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Transportation and communication,No Value
2023-24,14454548,Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Services,No Value
2023-24,1381185,Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Supplies and equipment,No Value
2023-24,-3104467,Transportation,Operating Expense,Ministry Administration Program,Business Support,Facilities and Business Services,Recoveries,No Value
2023-24,4060399,Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Salaries and wages,No Value
2023-24,527420,Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Employee benefits,No Value
2023-24,21250,Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Transportation and communication,No Value
2023-24,1451934,Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Services,No Value
2023-24,24356,Transportation,Operating Expense,Ministry Administration Program,Business Support,Communications Services,Supplies and equipment,No Value
2023-24,5097788,Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Salaries and wages,No Value
2023-24,781077,Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Employee benefits,No Value
2023-24,24273,Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Transportation and communication,No Value
2023-24,519144,Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Services,No Value
2023-24,16875,Transportation,Operating Expense,Ministry Administration Program,Business Support,Human Resources Services,Supplies and equipment,No Value
2023-24,15936,Transportation,Operating Expense,Ministry Administration Program,Business Support,Legal Services,Transportation and communication,No Value
2023-24,2453583,Transportation,Operating Expense,Ministry Administration Program,Business Support,Legal Services,Services,No Value
2023-24,24933,Transportation,Operating Expense,Ministry Administration Program,Business Support,Legal Services,Supplies and equipment,No Value
2023-24,49301,Transportation,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2023-24,22378,Transportation,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,Minister without Portfolio's Salary the Executive Council Act
2023-24,16667,Transportation,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2023-24,9723340,Transportation,Operating Expense,Transit,Transit,No Value,Salaries and wages,No Value
2023-24,1385590,Transportation,Operating Expense,Transit,Transit,No Value,Employee benefits,No Value
2023-24,48615,Transportation,Operating Expense,Transit,Transit,No Value,Transportation and communication,No Value
2023-24,950782,Transportation,Operating Expense,Transit,Transit,No Value,Services,No Value
2023-24,4531,Transportation,Operating Expense,Transit,Transit,No Value,Supplies and equipment,No Value
2023-24,1221041938,Transportation,Operating Expense,Transit,Transit,No Value,Transfer payments,Metrolinx Operating Subsidies
2023-24,300000000,Transportation,Operating Expense,Transit,Transit,No Value,Transfer payments,Municipal Transit
2023-24,59582375,Transportation,Operating Expense,Transit,Transit,No Value,Transfer payments,Ontario Northland Transportation Commission
2023-24,5907097,Transportation,Operating Expense,Transit,Transit,No Value,Transfer payments,Owen Sound Transportation Company
2023-24,379402392,Transportation,Operating Expense,Transit,Transit,No Value,Transfer payments,Municipal Public Transportation Funding 
2023-24,4807227,Transportation,Operating Expense,Transit,Transit,No Value,Transfer payments,Community Transportation Grant Program
2023-24,4584300,Transportation,Operating Expense,Transit,Transit,No Value,Transfer payments,Ontario Seniors Public Transit Tax Credit
2023-24,-374432931,Transportation,Operating Expense,Transit,Transit,No Value,Recoveries,No Value
2023-24,374432931,Transportation,Operating Expense,Transit,Statutory Appropriations,No Value,Transfer payments,"Municipal Public Transportation Funding, the Dedicated Funding for Public Transportation Act"
2023-24,70073294,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Salaries and wages,No Value
2023-24,11538884,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Employee benefits,No Value
2023-24,2303638,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Transportation and communication,No Value
2023-24,26688498,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Services,No Value
2023-24,2818900,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Supplies and equipment,No Value
2023-24,200000,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Transfer payments,Community Safety Grants
2023-24,150001,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Transfer payments,Research Grants
2023-24,35729,Transportation,Operating Expense,Transportation Safety Program,Transportation Safety,No Value,Transfer payments,Transport Canada School Bus Seatbelt Guidelines Pilot
2023-24,3042717,Transportation,Capital Expense,Transportation Safety Program,Transportation Safety,No Value,Other transactions,No Value
2023-24,10435875,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Salaries and wages,No Value
2023-24,1454274,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Employee benefits,No Value
2023-24,420494,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Transportation and communication,No Value
2023-24,15021587,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Services,No Value
2023-24,154924,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Supplies and equipment,No Value
2023-24,12267598,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Transfer payments,Payments in lieu of Municipal Taxation
2023-24,29682849,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Other transactions,No Value
2023-24,-29886065,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Recoveries,No Value
2023-24,37580678,Transportation,Operating Expense,Labour and Transportation Cluster Program,Information and Information Technology Services,No Value,Salaries and wages,No Value
2023-24,4697402,Transportation,Operating Expense,Labour and Transportation Cluster Program,Information and Information Technology Services,No Value,Employee benefits,No Value
2023-24,606370,Transportation,Operating Expense,Labour and Transportation Cluster Program,Information and Information Technology Services,No Value,Transportation and communication,No Value
2023-24,117337964,Transportation,Operating Expense,Labour and Transportation Cluster Program,Information and Information Technology Services,No Value,Services,No Value
2023-24,50170,Transportation,Operating Expense,Labour and Transportation Cluster Program,Information and Information Technology Services,No Value,Supplies and equipment,No Value
2023-24,-91324569,Transportation,Operating Expense,Labour and Transportation Cluster Program,Information and Information Technology Services,No Value,Recoveries,No Value
2023-24,606266,Transportation,Operating Expense,Labour and Transportation Cluster Program,Other Ministry Recoveries,No Value,Salaries and wages,No Value
2023-24,85789,Transportation,Operating Expense,Labour and Transportation Cluster Program,Other Ministry Recoveries,No Value,Employee benefits,No Value
2023-24,457,Transportation,Operating Expense,Labour and Transportation Cluster Program,Other Ministry Recoveries,No Value,Transportation and communication,No Value
2023-24,2552417,Transportation,Operating Expense,Labour and Transportation Cluster Program,Other Ministry Recoveries,No Value,Services,No Value
2023-24,-3114250,Transportation,Operating Expense,Labour and Transportation Cluster Program,Other Ministry Recoveries,No Value,Recoveries,No Value
2023-24,17249944,Transportation,Operating Expense,Integrated Policy and Planning Program,Integrated Policy and Planning,No Value,Salaries and wages,No Value
2023-24,2346811,Transportation,Operating Expense,Integrated Policy and Planning Program,Integrated Policy and Planning,No Value,Employee benefits,No Value
2023-24,118888,Transportation,Operating Expense,Integrated Policy and Planning Program,Integrated Policy and Planning,No Value,Transportation and communication,No Value
2023-24,7300845,Transportation,Operating Expense,Integrated Policy and Planning Program,Integrated Policy and Planning,No Value,Services,No Value
2023-24,20844,Transportation,Operating Expense,Integrated Policy and Planning Program,Integrated Policy and Planning,No Value,Supplies and equipment,No Value
2023-24,506626,Transportation,Operating Expense,Integrated Policy and Planning Program,Integrated Policy and Planning,No Value,Transfer payments,Participation and Awareness Grants
2023-24,-16802,Transportation,Operating Expense,Integrated Policy and Planning Program,Integrated Policy and Planning,No Value,Recoveries,No Value
2023-24,73009899,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Operations and Maintenance,Salaries and wages,No Value
2023-24,13883755,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Operations and Maintenance,Employee benefits,No Value
2023-24,2545382,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Operations and Maintenance,Transportation and communication,No Value
2023-24,612572585,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Operations and Maintenance,Services,No Value
2023-24,29025856,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Operations and Maintenance,Supplies and equipment,No Value
2023-24,6517099,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Operations and Maintenance,Transfer payments,Municipal Ferries
2023-24,6900000,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Operations and Maintenance,Transfer payments,Third Party Operating Highway Works
2023-24,770331,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Operations and Maintenance,Transfer payments,Active Transportation
2023-24,-40192139,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Operations and Maintenance,Recoveries,No Value
2023-24,7230686,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Remote Aviation,Salaries and wages,No Value
2023-24,930197,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Remote Aviation,Employee benefits,No Value
2023-24,852088,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Remote Aviation,Transportation and communication,No Value
2023-24,5283429,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Remote Aviation,Services,No Value
2023-24,3678866,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Remote Aviation,Supplies and equipment,No Value
2023-24,-72229,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Remote Aviation,Recoveries,No Value
2023-24,423655,Transportation,Operating Expense,Operations Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act "
2023-24,316,Transportation,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt, the Financial Administration Act"
2023-24,14502658,Transportation,Capital Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2023-24,-2048920,Transportation,Capital Expense,Ministry Administration Program,Statutory Appropriations,No Value,Recoveries,No Value
2023-24,6580035232,Transportation,Capital Expense,Transit,Transit,No Value,Transfer payments,Metrolinx
2023-24,598928827,Transportation,Capital Expense,Transit,Transit,No Value,Transfer payments,Municipal Transit
2023-24,102675795,Transportation,Capital Expense,Transit,Transit,No Value,Transfer payments,Ontario Northland Transportation Commission
2023-24,11505195,Transportation,Capital Expense,Transit,Transit,No Value,Transfer payments,Owen Sound Transportation Company
2023-24,35207935,Transportation,Capital Expense,Transit,Statutory Appropriations,No Value,Other transactions,"Equity Investment Write-off, the Financial Administration Act"
2023-24,33438464,Transportation,Capital Expense,Transportation Safety Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2023-24,2098,Transportation,Capital Expense,Transportation Infrastructure Management Program,Engineering and Construction,No Value,Transportation and communication,No Value
2023-24,374026,Transportation,Capital Expense,Transportation Infrastructure Management Program,Engineering and Construction,No Value,Services,No Value
2023-24,197500000,Transportation,Capital Expense,Transportation Infrastructure Management Program,Engineering and Construction,No Value,Transfer payments,Highways and Land Transfers
2023-24,725666,Transportation,Capital Expense,Transportation Infrastructure Management Program,Engineering and Construction,No Value,Other transactions,No Value
2023-24,99242043,Transportation,Capital Expense,Transportation Infrastructure Management Program,Highway Work-In-Progress,No Value,Salaries and wages,No Value
2023-24,13748379,Transportation,Capital Expense,Transportation Infrastructure Management Program,Highway Work-In-Progress,No Value,Employee benefits,No Value
2023-24,1373154,Transportation,Capital Expense,Transportation Infrastructure Management Program,Highway Work-In-Progress,No Value,Transportation and communication,No Value
2023-24,4277610,Transportation,Capital Expense,Transportation Infrastructure Management Program,Highway Work-In-Progress,No Value,Services,No Value
2023-24,1323245,Transportation,Capital Expense,Transportation Infrastructure Management Program,Highway Work-In-Progress,No Value,Supplies and equipment,No Value
2023-24,-119964431,Transportation,Capital Expense,Transportation Infrastructure Management Program,Highway Work-In-Progress,No Value,Recoveries,No Value
2023-24,11081568,Transportation,Capital Expense,Transportation Infrastructure Management Program,Environmental Remediation,No Value,Services,No Value
2023-24,1251052501,Transportation,Capital Expense,Transportation Infrastructure Management Program,Statutory Appropriations,No Value,Other transactions,"Amortization, Engineering and Construction, the Financial Administration Act"
2023-24,26752308,Transportation,Capital Expense,Operations Program,Transportation User Services,Operations Transfer Payments,Transfer payments,Connecting Links
2023-24,5704395,Transportation,Capital Expense,Operations Program,Transportation User Services,Operations Transfer Payments,Transfer payments,First Nations
2023-24,10000000,Transportation,Capital Expense,Operations Program,Transportation User Services,Operations Transfer Payments,Transfer payments,Transition Fund
2023-24,9906,Transportation,Capital Expense,Operations Program,Transportation User Services,Remote Aviation,Transportation and communication,No Value
2023-24,7480519,Transportation,Capital Expense,Operations Program,Transportation User Services,Remote Aviation,Services,No Value
2023-24,441828,Transportation,Capital Expense,Operations Program,Transportation User Services,Remote Aviation,Supplies and equipment,No Value
2023-24,9580785,Transportation,Operating Expense,Oversight and Agency Governance,Oversight and Agency Governance,No Value,Salaries and wages,No Value
2023-24,1362268,Transportation,Operating Expense,Oversight and Agency Governance,Oversight and Agency Governance,No Value,Employee benefits,No Value
2023-24,85270,Transportation,Operating Expense,Oversight and Agency Governance,Oversight and Agency Governance,No Value,Transportation and communication,No Value
2023-24,172424482,Transportation,Operating Expense,Oversight and Agency Governance,Oversight and Agency Governance,No Value,Services,No Value
2023-24,49978,Transportation,Operating Expense,Oversight and Agency Governance,Oversight and Agency Governance,No Value,Supplies and equipment,No Value
2023-24,-9326109,Transportation,Operating Expense,Oversight and Agency Governance,Oversight and Agency Governance,No Value,Recoveries,No Value
2023-24,801390,Transportation,Capital Expense,Oversight and Agency Governance,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act "
2023-24,4062695,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Finance and Administration,Salaries and wages,No Value
2023-24,594020,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Finance and Administration,Employee benefits,No Value
2023-24,8557,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Finance and Administration,Transportation and communication,No Value
2023-24,83745,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Finance and Administration,Services,No Value
2023-24,2384,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Finance and Administration,Supplies and equipment,No Value
2023-24,6094618,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Main Office,Salaries and wages,No Value
2023-24,742088,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Main Office,Employee benefits,No Value
2023-24,137229,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Main Office,Transportation and communication,No Value
2023-24,2369892,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Main Office,Services,No Value
2023-24,121198,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Main Office,Supplies and equipment,No Value
2023-24,5106208,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Human Resources,Salaries and wages,No Value
2023-24,3242750,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Human Resources,Employee benefits,No Value
2023-24,33126,Natural Resources and Forestry,Operating Expense,Ministry Administration Program,"Ministry Administration, Natural Resources and Forestry",Human Resources,Transportation and communication,No Value
