Year,Amount $,Ministry name,Expenditure category (Operating / Capital),Program name,Activity / Item,Sub item,Standard account (Expense/Asset name),Account details (Expense/Asset details)
2020-21,"16,409",Natural Resources and Forestry,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2020-21,"15,208",Natural Resources and Forestry,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2020-21,"9,068",Natural Resources and Forestry,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2020-21,"2,598",Natural Resources and Forestry,Operating Expense,Ministry Administration Program,Ministry Administration,Finance and Administration,Supplies and equipment,No Value
2020-21,"-323,947",Natural Resources and Forestry,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Recoveries,No Value
2020-21,"11,823,832",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Regional Operations,Services,No Value
2020-21,"10,484,087",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Statutory Appropriations,No Value,Other transactions,"Amortization Expense, the Financial Administration Act"
2020-21,"4,928,477",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Regional Operations,Transfer payments,Conservation Authorities Infrastructure
2020-21,"2,068,738",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,"Provincial Services, Science and Research",Supplies and equipment,No Value
2020-21,"1,752,417",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Ministry Support Infrastructure,Services,No Value
2020-21,"842,521",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Regional Operations,Supplies and equipment,No Value
2020-21,"841,728",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,"Provincial Services, Science and Research",Services,No Value
2020-21,"104,581",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Forest Industry,Services,No Value
2020-21,"26,075",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,"Provincial Services, Science and Research",Transportation and communication,No Value
2020-21,"18,831",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Regional Operations,Transportation and communication,No Value
2020-21,"13,062",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Ministry Support Infrastructure,Supplies and equipment,No Value
2020-21,"3,812",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Ministry Support Infrastructure,Transportation and communication,No Value
2020-21,306,Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Forest Industry,Transportation and communication,No Value
2020-21,"-2,575,720",Natural Resources and Forestry,Capital Expense,Natural Resource Management Program,Infrastructure for Natural Resource Management,Regional Operations,Recoveries,No Value
2020-21,"75,864,959",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Statutory Appropriations,No Value,Transfer payments,"Forest Renewal Trust, Crown Forest Sustainability Act, 1994"
2020-21,"55,244,692",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Regional Operations,Salaries and wages,No Value
2020-21,"50,236,067",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Forest Industry,Services,No Value
2020-21,"37,587,383",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Fish and Wildlife Special Purpose Funds,Salaries and wages,No Value
2020-21,"27,252,746",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,"Provincial Services, Science and Research",Salaries and wages,No Value
2020-21,"25,757,633",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Forest Industry,Transfer payments,Resource Revenue Sharing for Forestry
2020-21,"18,715,913",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Regional Operations,Services,No Value
2020-21,"14,317,288",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Salaries and wages,No Value
2020-21,"13,747,989",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Forest Industry,Transfer payments,Forestry Initiatives
2020-21,"13,579,738",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Fish and Wildlife Special Purpose Funds,Services,No Value
2020-21,"11,544,318",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,"Provincial Services, Science and Research",Services,No Value
2020-21,"10,427,973",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Program Administration,Services,No Value
2020-21,"9,765,319",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Regional Operations,Employee benefits,No Value
2020-21,"7,871,053",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Mapping and Geographic Information,Salaries and wages,No Value
2020-21,"7,729,135",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Forest Industry,Salaries and wages,No Value
2020-21,"7,306,394",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Regional Operations,Transfer payments,Regional Operations Support Programs
2020-21,"6,171,180",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Fish and Wildlife Special Purpose Funds,Employee benefits,No Value
2020-21,"5,019,246",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,"Provincial Services, Science and Research",Supplies and equipment,No Value
2020-21,"4,861,783",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Mapping and Geographic Information,Services,No Value
2020-21,"4,338,091",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,"Provincial Services, Science and Research",Employee benefits,No Value
2020-21,"3,819,241",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Fish and Wildlife Special Purpose Funds,Supplies and equipment,No Value
2020-21,"3,069,048",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2020-21,"2,484,825",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Transfer payments,Natural Resources Policy and Resource Stewardship
2020-21,"2,000,000",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,"Provincial Services, Science and Research",Transfer payments,Support to the operation of the Experimental Lakes Area
2020-21,"1,962,546",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Employee benefits,No Value
2020-21,"1,828,757",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Fish and Wildlife Special Purpose Funds,Transportation and communication,No Value
2020-21,"1,459,102",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Regional Operations,Transportation and communication,No Value
2020-21,"1,457,840",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Services,No Value
2020-21,"1,167,630",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Mapping and Geographic Information,Employee benefits,No Value
2020-21,"1,164,123",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Forest Industry,Employee benefits,No Value
2020-21,"907,550",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Regional Operations,Supplies and equipment,No Value
2020-21,"740,262",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,"Provincial Services, Science and Research",Transportation and communication,No Value
2020-21,"426,721",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Regional Operations,Transfer payments,Far North Program
2020-21,"370,000",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,"Provincial Services, Science and Research",Transfer payments,Provincial Services Resource Stewardship
2020-21,"249,980",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Forest Industry,Supplies and equipment,No Value
2020-21,"202,500",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Fish and Wildlife Special Purpose Funds,Transfer payments,Fish and Wildlife Resource Stewardship
2020-21,"193,006",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Transportation and communication,No Value
2020-21,"162,541",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Mapping and Geographic Information,Supplies and equipment,No Value
2020-21,"118,446",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Forest Industry,Transportation and communication,No Value
2020-21,"49,553",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Mapping and Geographic Information,Transportation and communication,No Value
2020-21,"36,620",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Supplies and equipment,No Value
2020-21,"-75,000",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Policy and Planning,Recoveries,No Value
2020-21,"-3,853,062",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Regional Operations,Recoveries,No value
2020-21,"-5,248,160",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Mapping and Geographic Information,Recoveries,No Value
2020-21,"-9,905,079",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,"Provincial Services, Science and Research",Recoveries,No Value
2020-21,"-63,188,799",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Sustainable Resource Management,Fish and Wildlife Special Purpose Funds,Recoveries,No Value
2020-21,"-75,864,959",Natural Resources and Forestry,Operating Expense,Natural Resource Management Program,Statutory Appropriations,No Value,Recoveries,No Value
2020-21,"3,733,658",Natural Resources and Forestry,Capital Expense,Public Protection,Statutory Appropriations,No Value,Other transactions,"Amortization Expense, the Financial Administration Act"
2020-21,"634,317",Natural Resources and Forestry,Capital Expense,Public Protection,Infrastructure for Public Safety and Emergency Response,No Value,Services,No Value
2020-21,"179,833",Natural Resources and Forestry,Capital Expense,Public Protection,Infrastructure for Public Safety and Emergency Response,No Value,Transportation and communication,No Value
2020-21,"132,038",Natural Resources and Forestry,Capital Expense,Public Protection,Infrastructure for Public Safety and Emergency Response,No Value,Supplies and equipment,No Value
2020-21,"69,191,032",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Emergency Fire Fighting,Services,No Value
2020-21,"36,976,887",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Emergency Fire Fighting,Salaries and wages,No Value
2020-21,"28,935,087",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Public Safety and Emergency Response,Salaries and wages,No Value
2020-21,"22,191,522",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Public Safety and Emergency Response,Services,No Value
2020-21,"9,080,321",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Emergency Fire Fighting,Supplies and equipment,No Value
2020-21,"4,815,489",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Public Safety and Emergency Response,Employee benefits,No Value
2020-21,"4,548,558",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Emergency Fire Fighting,Employee benefits,No Value
2020-21,"1,958,143",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Emergency Fire Fighting,Transportation and communication,No Value
2020-21,"1,587,303",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Public Safety and Emergency Response,Supplies and equipment,No Value
2020-21,"1,163,833",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Public Safety and Emergency Response,Transportation and communication,No Value
2020-21,"30,000",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Public Safety and Emergency Response,Transfer payments,Ontario FireSmart Communities Initiative
2020-21,"-684,061",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Emergency Fire Fighting,Recoveries,No Value
2020-21,"-30,953,954",Natural Resources and Forestry,Operating Expense,Public Protection,Public Protection,Public Safety and Emergency Response,Recoveries,No Value
2020-21,"1,043,529",Office of the Lieutenant Governor,Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Salaries and wages,No Value
2020-21,"155,800",Office of the Lieutenant Governor,Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Other transactions,Discretionary allowance
2020-21,"131,210",Office of the Lieutenant Governor,Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Employee benefits,No Value
2020-21,"104,777",Office of the Lieutenant Governor,Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Services,No Value
2020-21,"37,798",Office of the Lieutenant Governor,Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Supplies and equipment,No Value
2020-21,"30,752",Office of the Lieutenant Governor,Operating Expense,Office of the Lieutenant Governor Program,Office of the Lieutenant Governor,No Value,Transportation and communication,No Value
2020-21,"12,472,927",Ombudsman Ontario,Operating Expense,Ombudsman Ontario Program,The Ombudsman,No Value,Salaries and wages,No Value
2020-21,"4,255,372",Ombudsman Ontario,Operating Expense,Ombudsman Ontario Program,The Ombudsman,No Value,Services,No Value
2020-21,"3,150,418",Ombudsman Ontario,Operating Expense,Ombudsman Ontario Program,The Ombudsman,No Value,Employee benefits,No Value
2020-21,"2,978,821",Ombudsman Ontario,Operating Expense,Ombudsman Ontario Program,The Ombudsman,No Value,Supplies and equipment,No Value
2020-21,"222,629",Ombudsman Ontario,Operating Expense,Ombudsman Ontario Program,The Ombudsman,No Value,Transportation and communication,No Value
2020-21,"1,994,473","Premier, Office of the",Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Salaries and wages,No Value
2020-21,"108,757","Premier, Office of the",Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Transportation and communication,No Value
2020-21,"92,424","Premier, Office of the",Operating Expense,Office of the Premier Program,Statutory Appropriations,No Value,Salaries and wages,"Premier’s Salary, the Executive Council Act"
2020-21,"82,136","Premier, Office of the",Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Employee benefits,No Value
2020-21,"16,667","Premier, Office of the",Operating Expense,Office of the Premier Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant’s Salary, the Executive Council Act"
2020-21,"8,745","Premier, Office of the",Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Supplies and equipment,No Value
2020-21,"-10,928","Premier, Office of the",Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Services,No Value
2020-21,"5,467,356",Seniors and Accessibility,Operating Expense,Accessibility,Accessibility,No Value,Salaries and wages,No Value
2020-21,"4,723,580",Seniors and Accessibility,Operating Expense,Accessibility,Accessibility,No Value,Services,No Value
2020-21,"772,868",Seniors and Accessibility,Operating Expense,Accessibility,Accessibility,No Value,Employee benefits,No Value
2020-21,"406,000",Seniors and Accessibility,Operating Expense,Accessibility,Accessibility,No Value,Transfer payments,Rick Hansen Foundation Accessibility Certification Program
2020-21,"264,540",Seniors and Accessibility,Operating Expense,Accessibility,Accessibility,No Value,Transfer payments,Accessibility Transfer Payment
2020-21,"79,977",Seniors and Accessibility,Operating Expense,Accessibility,Accessibility,No Value,Transportation and communication,No Value
2020-21,"18,743",Seniors and Accessibility,Operating Expense,Accessibility,Accessibility,No Value,Supplies and equipment,No Value
2020-21,"4,227,484",Seniors and Accessibility,Operating Expense,Ministry Administration,Ministry Administration,No Value,Salaries and wages,No Value
2020-21,"795,906",Seniors and Accessibility,Operating Expense,Ministry Administration,Ministry Administration,No Value,Services,No Value
2020-21,"537,708",Seniors and Accessibility,Operating Expense,Ministry Administration,Ministry Administration,No Value,Employee benefits,No Value
2020-21,"49,301",Seniors and Accessibility,Operating Expense,Ministry Administration,Statutory Appropriations,No Value,Salaries and wages,"Minister’s Salary, the Executive Council Act"
2020-21,"33,693",Seniors and Accessibility,Operating Expense,Ministry Administration,Ministry Administration,No Value,Transportation and communication,No Value
2020-21,"16,667",Seniors and Accessibility,Operating Expense,Ministry Administration,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants’ Salaries, the Executive Council Act"
2020-21,"13,997",Seniors and Accessibility,Operating Expense,Ministry Administration,Ministry Administration,No Value,Supplies and equipment,No Value
2020-21,"173,309,195",Seniors and Accessibility,Operating Expense,Seniors and Accessibility Policy Program,Seniors and Accessibility,No Value,Transfer payments,Seniors Affairs Transfer Payment
2020-21,"10,000,000",Seniors and Accessibility,Operating Expense,Seniors and Accessibility Policy Program,Seniors and Accessibility,No Value,Transfer payments,Seniors’ Home Safety Tax Credit
2020-21,"5,001,378",Seniors and Accessibility,Operating Expense,Seniors and Accessibility Policy Program,Seniors and Accessibility,No Value,Salaries and wages,No Value
2020-21,"807,716",Seniors and Accessibility,Operating Expense,Seniors and Accessibility Policy Program,Seniors and Accessibility,No Value,Employee benefits,No Value
2020-21,"537,251",Seniors and Accessibility,Operating Expense,Seniors and Accessibility Policy Program,Seniors and Accessibility,No Value,Services,No Value
2020-21,"31,915",Seniors and Accessibility,Operating Expense,Seniors and Accessibility Policy Program,Seniors and Accessibility,No Value,Transportation and communication,No Value
2020-21,"21,480",Seniors and Accessibility,Operating Expense,Seniors and Accessibility Policy Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2020-21,"14,209",Seniors and Accessibility,Operating Expense,Seniors and Accessibility Policy Program,Seniors and Accessibility,No Value,Supplies and equipment,No Value
2020-21,"270,614",Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Salaries and wages,No Value
2020-21,"221,824",Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Ontario Police Arbitration Commission,Services,No Value
2020-21,"119,390",Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Ontario Police Arbitration Commission,Salaries and wages,No Value
2020-21,"92,765",Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Services,No Value
2020-21,"59,260",Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Employee benefits,No Value
2020-21,"17,781",Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Ontario Police Arbitration Commission,Employee benefits,No Value
2020-21,"3,835",Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Transportation and communication,No Value
2020-21,"3,645",Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Ontario Police Arbitration Commission,Transportation and communication,No Value
2020-21,837,Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Ontario Police Arbitration Commission,Supplies and equipment,No Value
2020-21,33,Solicitor General,Operating Expense,"Agencies, Boards and Commissions Program","Agencies, Boards and Commissions",Death Investigation Oversight Council,Supplies and equipment,No Value
2020-21,"39,780,586",Solicitor General,Capital Expense,Correctional Services Program,Correctional Facilities,No Value,Other transactions,Capital Investments
2020-21,"15,994,516",Solicitor General,Capital Expense,Correctional Services Program,Correctional Facilities,No Value,Services,No Value
2020-21,"2,485,899",Solicitor General,Capital Expense,Correctional Services Program,Statutory Appropriations,No Value,Other transactions,"Amortization, Institutional Services, the Financial Administration Act"
2020-21,"370,670",Solicitor General,Capital Expense,Correctional Services Program,Correctional Facilities,No Value,Supplies and equipment,No Value
2020-21,"632,472,306",Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Salaries and wages,No Value
2020-21,"126,644,756",Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Employee benefits,No Value
2020-21,"93,801,799",Solicitor General,Operating Expense,Correctional Services Program,Community Services,No Value,Salaries and wages,No Value
2020-21,"81,295,724",Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Supplies and equipment,No Value
2020-21,"75,581,689",Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Services,No Value
2020-21,"17,614,028",Solicitor General,Operating Expense,Correctional Services Program,Operational Support,No Value,Salaries and wages,No Value
2020-21,"17,523,587",Solicitor General,Operating Expense,Correctional Services Program,Community Services,No Value,Employee benefits,No Value
2020-21,"10,841,781",Solicitor General,Operating Expense,Correctional Services Program,Community Services,No Value,Services,No Value
2020-21,"9,266,532",Solicitor General,Operating Expense,Correctional Services Program,Staff Training,No Value,Salaries and wages,No Value
2020-21,"8,744,496",Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Transportation and communication,No Value
2020-21,"7,842,357",Solicitor General,Operating Expense,Correctional Services Program,Operational Support,No Value,Supplies and equipment,No Value
2020-21,"4,494,840",Solicitor General,Operating Expense,Correctional Services Program,Community Services,No Value,Transfer payments,Community Residential / Non-Residential Client Services
2020-21,"3,952,120",Solicitor General,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,No Value,Salaries and wages,No Value
2020-21,"2,832,604",Solicitor General,Operating Expense,Correctional Services Program,Operational Support,No Value,Services,No Value
2020-21,"2,714,274",Solicitor General,Operating Expense,Correctional Services Program,Operational Support,No Value,Employee benefits,No Value
2020-21,"2,377,006",Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Transfer payments,Offender Rehabilitation Programs
2020-21,"1,967,471",Solicitor General,Operating Expense,Correctional Services Program,Staff Training,No Value,Services,No Value
2020-21,"1,678,234",Solicitor General,Operating Expense,Correctional Services Program,Staff Training,No Value,Employee benefits,No Value
2020-21,"1,327,314",Solicitor General,Operating Expense,Correctional Services Program,Community Services,No Value,Transportation and communication,No Value
2020-21,"884,254",Solicitor General,Operating Expense,Correctional Services Program,Operational Support,No Value,Transfer payments,Community Works Program
2020-21,"638,888",Solicitor General,Operating Expense,Correctional Services Program,Community Services,No Value,Supplies and equipment,No Value
2020-21,"632,447",Solicitor General,Operating Expense,Correctional Services Program,Operational Support,No Value,Transportation and communication,No Value
2020-21,"625,613",Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Transfer payments,Grants to Compensate for Municipal Taxation
2020-21,"552,505",Solicitor General,Operating Expense,Correctional Services Program,Staff Training,No Value,Supplies and equipment,No Value
2020-21,"534,388",Solicitor General,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,No Value,Employee benefits,No Value
2020-21,"383,539",Solicitor General,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,No Value,Services,No Value
2020-21,"229,231",Solicitor General,Operating Expense,Correctional Services Program,Staff Training,No Value,Transportation and communication,No Value
2020-21,"68,633",Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Transfer payments,Violence Awareness Program
2020-21,"55,737",Solicitor General,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,No Value,Transportation and communication,No Value
2020-21,"9,519",Solicitor General,Operating Expense,Correctional Services Program,Correctional Services Oversight and Investigations,No Value,Supplies and equipment,No Value
2020-21,"8,061",Solicitor General,Operating Expense,Correctional Services Program,Institutional Services,No Value,Transfer payments,Compassionate Allowances to Permanently Handicapped Inmates
2020-21,"-5,860,964",Solicitor General,Operating Expense,Correctional Services Program,Operational Support,No Value,Recoveries,No Value
2020-21,"429,295",Solicitor General,Capital Expense,Emergency Planning and Management,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2020-21,"26,767,067",Solicitor General,Operating Expense,Emergency Planning and Management,Office of the Chief Coroner and Ontario Forensic Pathology Service,No Value,Services,No Value
2020-21,"20,611,411",Solicitor General,Operating Expense,Emergency Planning and Management,Office of the Fire Marshal and Emergency Management,No Value,Salaries and wages,No Value
2020-21,"20,569,693",Solicitor General,Operating Expense,Emergency Planning and Management,Office of the Chief Coroner and Ontario Forensic Pathology Service,No Value,Salaries and wages,No Value
2020-21,"7,439,500",Solicitor General,Operating Expense,Emergency Planning and Management,Office of the Fire Marshal and Emergency Management,No Value,Transfer payments,Grants for Fire Safety
2020-21,"6,746,257",Solicitor General,Operating Expense,Emergency Planning and Management,Office of the Fire Marshal and Emergency Management,No Value,Services,No Value
2020-21,"3,900,483",Solicitor General,Operating Expense,Emergency Planning and Management,Office of the Fire Marshal and Emergency Management,No Value,Employee benefits,No Value
2020-21,"2,598,248",Solicitor General,Operating Expense,Emergency Planning and Management,Office of the Chief Coroner and Ontario Forensic Pathology Service,No Value,Employee benefits,No Value
2020-21,"2,342,500",Solicitor General,Operating Expense,Emergency Planning and Management,Office of the Chief Coroner and Ontario Forensic Pathology Service,No Value,Transfer payments,Grants for Forensic Services
2020-21,"1,459,850",Solicitor General,Operating Expense,Emergency Planning and Management,Office of the Fire Marshal and Emergency Management,No Value,Supplies and equipment,No Value
2020-21,"893,870",Solicitor General,Operating Expense,Emergency Planning and Management,Office of the Fire Marshal and Emergency Management,No Value,Transportation and communication,No Value
2020-21,"865,460",Solicitor General,Operating Expense,Emergency Planning and Management,Office of the Chief Coroner and Ontario Forensic Pathology Service,No Value,Supplies and equipment,No Value
2020-21,"539,681",Solicitor General,Operating Expense,Emergency Planning and Management,Office of the Chief Coroner and Ontario Forensic Pathology Service,No Value,Transportation and communication,No Value
2020-21,"1,186,081",Solicitor General,Operating Expense,Inspectorate Program,Inspectorate,No Value,Salaries and wages,No Value
2020-21,"314,921",Solicitor General,Operating Expense,Inspectorate Program,Inspectorate,No Value,Services,No Value
2020-21,"152,476",Solicitor General,Operating Expense,Inspectorate Program,Inspectorate,No Value,Employee benefits,No Value
2020-21,"48,449",Solicitor General,Operating Expense,Inspectorate Program,Inspectorate,No Value,Transportation and communication,No Value
2020-21,"44,480",Solicitor General,Operating Expense,Inspectorate Program,Inspectorate,No Value,Supplies and equipment,No Value
2020-21,"1,838,481",Solicitor General,Capital Expense,Justice Technology Services Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2020-21,"115,630,849",Solicitor General,Operating Expense,Justice Technology Services Program,Justice Technology Services,No Value,Services,No Value
2020-21,"48,661,633",Solicitor General,Operating Expense,Justice Technology Services Program,Justice Technology Services,No Value,Transportation and communication,No Value
2020-21,"33,424,841",Solicitor General,Operating Expense,Justice Technology Services Program,Justice Technology Services,No Value,Salaries and wages,No Value
2020-21,"4,741,900",Solicitor General,Operating Expense,Justice Technology Services Program,Justice Technology Services,No Value,Employee benefits,No Value
2020-21,"81,553",Solicitor General,Operating Expense,Justice Technology Services Program,Justice Technology Services,No Value,Supplies and equipment,No Value
2020-21,"-111,177,035",Solicitor General,Operating Expense,Justice Technology Services Program,Justice Technology Services,No Value,Recoveries,No Value
2020-21,"782,024",Solicitor General,Capital Expense,Ministry Administration Program,Facilities Renewal,No Value,Services,No Value
2020-21,"370,248",Solicitor General,Capital Expense,Ministry Administration Program,Facilities Renewal,No Value,Other transactions,Other Transactions - Capital Investment
2020-21,"22,793",Solicitor General,Capital Expense,Ministry Administration Program,Facilities Renewal,No Value,Supplies and equipment,No Value
2020-21,"129,150,187",Solicitor General,Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation - Leasing Costs,Services,No Value
2020-21,"18,272,737",Solicitor General,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,Payments Under the Financial Administration Act
